,ReviewID,Page Type,Full Text,Rating,Segments
35078,35079,review,I chose 5 stars cause I truly like how it works with the phone and I can send text with it. I can also listen to music. This is my first Apple Watch.,5,"['I chose 5 stars cause', 'I truly like how it works with the phone', 'and I can send text with it .', 'I can also listen to music . This', 'is my first Apple Watch .']"
35132,35133,review,Love this apple watch and the stainless steel mesh band. I really enjoy screening my cell phone calls as well as all the neat apps and face displays!,5,['Love this apple watch and the stainless steel mesh band . I really enjoy screening my cell phone calls as well as all the neat apps and face displays !']
35757,35758,review,This watch band was easy to install on my Apple Watch. I had to shorten the watch band and it was easy to shorten. It is a beautiful rose gold color.,5,"['This watch band was easy to install on my Apple Watch .', 'I had to shorten the watch band', 'and it was easy to shorten .', 'It is a beautiful rose gold color .']"
1275,1276,review,I dropped my apple when I was going to put it on and the screen shattered. It cost me $300 to get the apple watch replaced. Absolutely useless product,1,"['I dropped my apple', 'when I was going to put it on and the screen shattered .', 'It cost me $ 300', 'to get the apple watch replaced . Absolutely useless product']"
1377,1378,review,I bought this because my Apple Watch charger was not working. Watch portion is just a holder for the Apple Watch charger. I am returning this product.,1,"['I bought this', 'because my Apple Watch charger was not working .', 'Watch portion is just a holder for the Apple Watch charger .', 'I am returning this product .']"
1695,1696,review,Fitbit - Inspire 2 FitnessTracker - Lunar White is not good. It is a hard to set. My son tried to help me but not possible. I return back.Hard to set!,1,"['Fitbit - Inspire 2 FitnessTracker - Lunar White is not good .', 'It is a hard to set . My son tried to help me but not possible .', 'I return back.Hard to set !']"
1829,1830,review,Horrible Cheap knock off Buy the Apple Watch At least with Apple you know your data is secure and protected O2 could only be read 1 out of 10 attempts,1,"['Horrible Cheap knock off Buy the Apple Watch At least with Apple', 'you know', 'your data is secure', 'and protected O2 could only be read 1 out of 10 attempts']"
3789,3790,review,"Purchased with the Apple Watch. It did not last long after it peeled off, mind you my wife never showered with the device even though it is waterproof",3,"['Purchased with the Apple Watch . It did not last long after it peeled off ,', 'mind you my wife never showered with the device', 'even though it is waterproof']"
5987,5988,review,I love my Apple Watch. My only complaint is the battery doesn't last all day especially if you have apps open. Otherwise I would definitely recommend.,4,"['I love my Apple Watch .', ""My only complaint is the battery does n't last all day especially"", 'if you have apps open .', 'Otherwise I would definitely recommend .']"
7870,7871,review,Great watch for the price but I returned mine for a cellular Apple Watch but for what kind of features it has its slightly cheaper than an Apple Watch,4,"['Great watch for the price but I returned mine for a cellular Apple Watch but for what kind of features', 'it has its slightly cheaper than an Apple Watch']"
9411,9412,review,Upgraded from my previous Apple Watch Series 3 and very satisfied with everything. I love the always on display. A must to anyone with busy lifestyle.,5,"['Upgraded from my previous Apple Watch Series 3 and very satisfied with everything .', 'I love the always on display .', 'A must to anyone with busy lifestyle .']"
9972,9973,review,Highly recommend if you are looking to buy an apple watch or upgrade your old one. The always on display is nice and the battery is very long lasting.,5,"['Highly recommend', 'if you are looking to buy an apple watch or upgrade your old one .', 'The always on display is nice', 'and the battery is very long lasting .']"
10079,10080,review,I had an earlier series apple watch without the cellular. I like the cellular so I can connect with family while on walks and runs if the need arises.,5,"['I had an earlier series apple watch', 'without the cellular .', 'I like the cellular', 'so I can connect with family', 'while on walks', 'and runs', 'if the need arises .']"
10090,10091,review,Absolutely love my Apple Watch! The employees at Best Buy helped me to pick out the perfect one for me. They were so patient with all of my questions.,5,"['Absolutely love my Apple Watch ! The employees at Best Buy helped me to pick out the perfect one for me .', 'They were so patient with all of my questions .']"
10189,10190,review,Awesome purchase. On sale this is a great purchase. Changed the look of the watch. Attaching and detaching is also easy. Must buy if have Apple watch.,5,"['Awesome purchase . On sale this is a great purchase .', 'Changed the look of the watch . Attaching and detaching is also easy . Must buy', 'if have Apple watch .']"
10934,10935,review,"Great quality and looks like it was made for the Apple Watch! I like to mix it up between this wine, the metal mesh one and the silicone bands I have.",5,"['Great quality and looks like it was made for the Apple Watch !', 'I like to mix it up between this wine ,', 'the metal mesh one and the silicone bands I have .']"
10993,10994,review,"It's an Apple watch. Let the YouTube reviews speak for themselves. It does everything I need it to, battery is good, and the oem band works just fine.",5,"[""It 's an Apple watch . Let the YouTube reviews speak for themselves ."", 'It does everything I need it to ,', 'battery is good ,', 'and the oem band works just fine .']"
11138,11139,review,This is one of the best choices I have made in a long time. This Apple Watch Nike Series 6 is every bit worth the money. I LOVE IT... It is awesome!!!,5,"['This is one of the best choices', 'I have made in a long time .', 'This Apple Watch Nike Series 6 is every bit worth the money .', 'I LOVE IT ...', 'It is awesome ! ! !']"
11197,11198,review,The Band fits great! Very comfortable. No problems attaching to my Garmin Approach S60. I like this band better than the one that came with the watch.,5,"['The Band fits great ! Very comfortable . No problems attaching to my Garmin Approach S60 .', 'I like this band better than the one', 'that came with the watch .']"
11788,11789,review,"Was thinking of series 6 but too $$$, saw this and never looked back. Most of my friends have an apple watch and never understood why, but now I know.",5,"['Was thinking of series 6 but too $ $ $ ,', 'saw this', 'and never looked back .', 'Most of my friends have an apple watch', 'and never understood why ,', 'but now I know .']"
12127,12128,review,Oh my goodness I am naked without my Apple Watch I have gone through every Jen and everyone gets better I can't live without this device on my wrist,5,"['Oh my goodness I am naked', 'without my Apple Watch I have gone through every Jen', 'and everyone gets better I can ' t live', 'without this device on my wrist']"
12171,12172,review,My husband loves his new FitBit Versa 2 Smartwatch. It does so much more than his last FitBit smartwatch. It holds a charge longer and looks nice too!,5,"['My husband loves his new FitBit Versa 2 Smartwatch .', 'It does so much more than his last FitBit smartwatch .', 'It holds a charge longer', 'and looks nice too !']"
12294,12295,review,I switched from apple watch to galaxy and i dont regret it for a second . It loos awesome the battery life it is amazing And i love the quality of it.,5,"['I switched from apple watch to galaxy and i dont regret it for a second .', 'It loos awesome the battery life', 'it is amazing And i love the quality of it .']"
12463,12464,review,"It looks sharp - simple clean design. Easy to put on. It fits the 38mm Apple watch perfectly, and also fits my wife's wrist.\n\nThe color is gorgeous!",5,"['It looks sharp - simple clean design .', 'Easy to put on .', 'It fits the 38mm Apple watch perfectly ,', 'and also fits', ""my wife 's wrist.\\n\\nThe color is gorgeous !""]"
12648,12649,review,My mother-in-law loves her new apple watch and can't stop showing it off. this is truly an amazing piece of technology and it has a great battery life,5,"['My mother-in-law loves her new apple watch', ""and ca n't stop showing it off ."", 'this is truly an amazing piece of technology', 'and it has a great battery life']"
12678,12679,review,This is my second Apple Watch. I really have enjoyed it. I am pleased that this one is waterproof and allows me the opportunity to use while swimming.,5,"['This is my second Apple Watch .', 'I really have enjoyed it .', 'I am pleased', 'that this one is waterproof', 'and allows me the opportunity', 'to use', 'while swimming .']"
12820,12821,review,Great value! First Apple watch. Love the ability to get text and email alerts. Can take phone calls right from my watch leaving me to stay hands free.,5,"['Great value ! First Apple watch . Love the ability', 'to get text and email alerts .', 'Can take phone calls right from my watch leaving me', 'to stay hands free .']"
12881,12882,review,Love my Apple Watch! I get all my notifications I would on my phone and can return messages back right from the watch. It's not bulky and looks great.,5,"['Love my Apple Watch !', 'I get all my notifications', 'I would on my phone', 'and can return messages back right from the watch .', ""It 's not bulky and looks great .""]"
12916,12917,review,Strong strap. Felt durable and easily cleanable. Got this because the one which came with fitbit versa lite broke. 3 set strap is good value for money,5,"['Strong strap . Felt durable and easily cleanable . Got this', 'because the one', 'which came with fitbit versa lite broke . 3', 'set strap is good value for money']"
13274,13275,review,"I would recommend this for it's price and functionality. Interface is easy to use and has better capabilities then the Apple Watch, which I also have.",5,"[""I would recommend this for it 's price and functionality . Interface is easy to use"", 'and has better capabilities then the Apple Watch ,', 'which I also have .']"
13816,13817,review,Works as expected. Keeps Apple watch fully charged.\nEasy to set up.\n\nDisplay dimming feature is nice. Keeps bedroom from being too bright at night.,5,"['Works', 'as expected .', 'Keeps Apple watch fully charged.\\nEasy', 'to set up.\\n\\nDisplay dimming feature', 'is nice . Keeps bedroom', 'from being too bright at night .']"
14099,14100,review,Genuine leather Apple watch strap for an excellent price. Fits 44m Series 6 Apple Watch perfectly. The pink color goes very well with gold color case.,5,"['Genuine leather Apple watch strap for an excellent price .', 'Fits 44m Series 6 Apple Watch perfectly .', 'The pink color goes very well with gold color case .']"
14144,14145,review,Love this product! Have had this apple watch for a couple years and really enjoy it. Works great for checking messages and tracking physical activity.,5,"['Love this product ! Have had this apple watch for a couple years', 'and really enjoy it . Works great for checking messages and tracking physical activity .']"
14977,14978,review,Love the new features that the Apple Watch brings. I like that light deems during night and it keep track of your sleep this feature comes very handy.,5,"['Love the new features', 'that the Apple Watch brings .', 'I like that light deems during night', 'and it keep track of your sleep this feature comes very handy .']"
15007,15008,review,Super easy to use and I feel that they protect my expensive Apple Watch. It does collect a bit of dust but I can easily take it off and wipe it clean.,5,"['Super easy to use', 'and I feel', 'that they protect my expensive Apple Watch .', 'It does collect a bit of dust', 'but I can easily take it off', 'and wipe it clean .']"
15041,15042,review,I replaced the Fitbit charge 2 with the 3. It is easier to set your activity with the charge 2. Too many swipes to set start your activity and end it.,5,"['I replaced the Fitbit charge 2 with the 3 .', 'It is easier to set your activity with the charge 2 .', 'Too many swipes to set start your activity and end it .']"
15054,15055,review,This was super easy to use. I went from having an Apple watch to this and I love it. I am an avid runner and the GPS was soooo much better than Apple!,5,"['This was super easy to use .', 'I went from having an Apple watch to this', 'and I love it .', 'I am an avid runner', 'and the GPS was soooo much better than Apple !']"
15137,15138,review,"Great watch! Coming from a non Apple Watch, this is a huge upgrade and love it. Display is fantastic and very easy to setup. Works well with my phone.",5,"['Great watch ! Coming from a non Apple Watch , this is a huge upgrade', 'and love it . Display is fantastic', 'and very easy to setup .', 'Works well with my phone .']"
15203,15204,review,"This product came on time, in great shape and is exactly what we needed to look organized and provide an area to charge our phone and new Apple watch.",5,"['This product came on time , in great shape', 'and is exactly what we needed to look organized', 'and provide an area', 'to charge our phone and new Apple watch .']"
15589,15590,review,"Great product! It works like an Apple Watch, tracks my steps, workouts, sleep, water and my food. You can check the weather and receive text messages.",5,"['Great product ! It works like an Apple Watch ,', 'tracks my steps , workouts , sleep , water and my food .', 'You can check the weather', 'and receive text messages .']"
15822,15823,review,I'm a big Apple fan so of course I love the Apple Watch. The 40mm option fits my wrist nicely and I enjoy having the compass feature on this series.,5,"['I ' m a big Apple fan so of course', 'I love the Apple Watch .', 'The 40mm option fits my wrist nicely', 'and I enjoy having the compass feature on this series .']"
16379,16380,review,"the band is so perfect it makes my apple watch feel\nso lightweight, it feels like I don't even have it on and the velcro makes it easier to put on.",5,"['the band is so perfect', 'it makes my apple watch feel\\nso lightweight ,', 'it feels like', 'I don ' t even have it on and the velcro makes', 'it easier to put on .']"
16525,16526,review,Perfect Upgrade! I had a series 1 apple watch forever and decided to treat myself. I definitely don't regret this purchase. Love all the new features.,5,"['Perfect Upgrade ! I had a series 1 apple watch forever', 'and decided to treat myself .', ""I definitely do n't regret this purchase ."", 'Love all the new features .']"
16588,16589,review,These bands are great they fit perfectly with the FitBit Versa and are exactly like their bands but at a fraction of the cost. Would highly recommend!,5,"['These bands are great', 'they fit perfectly with the FitBit Versa', 'and are exactly like their bands but at a fraction of the cost .', 'Would highly recommend !']"
17255,17256,review,"The original charger for my Fitbit versa 1 broke, so I bought this to replace it. It looks exactly the same, and has worked great so far. Great price.",5,"['The original charger for my Fitbit versa 1 broke ,', 'so I bought this', 'to replace it .', 'It looks exactly the same ,', 'and has worked great so far . Great price .']"
17371,17372,review,I have been debating getting an Apple Watch for years and I am so glad I did. I plan I'm giving this one to my son and upgrading to the newer version.,5,"['I have been debating getting an Apple Watch for years', 'and I am', 'so glad I did .', ""I plan I 'm giving this one to my son and upgrading to the newer version .""]"
17434,17435,review,I absolutely love my apple watch! Ive had it for over 2 years now and have had no issues. Its super convenient and I love the fitness tracking option.,5,"['I absolutely love my apple watch !', 'Ive had it for over 2 years now', 'and have had no issues . Its super convenient', 'and I love the fitness tracking option .']"
17557,17558,review,Wow this is a great watch. I barely got the fitbit versa 2 6 months ago but when this went on sale I had to jump on it. Looks functions are exquisite.,5,"['Wow this is a great watch .', 'I barely got the fitbit versa 2 6 months ago', 'but when this went on sale I had to jump on it .', 'Looks functions are exquisite .']"
17670,17671,review,"I bought the Fossil for the style of the watch. I am not to satisfied with it, the battery doesn't last. I think I'm going back to my Apple Watch.",5,"['I bought the Fossil for the style of the watch .', 'I am not to satisfied with it , the battery doesn ' t last .', 'I think', 'I ' m going back to my Apple Watch .']"
17961,17962,review,"I prefer the Apple Watch Series 4 to the 5 for the battery life alone. We didn't need an always on screen, and like the form factor of the Series 4.",5,"['I prefer the Apple Watch Series 4 to the 5 for the battery life alone .', 'We didn ' t need an always on screen ,', 'and like the form factor of the Series 4 .']"
18032,18033,review,I am very happy with the Apple Watch! I use it for some many things. The only down side is the battery life if you are using all of the functionality.,5,"['I am very happy with the Apple Watch !', 'I use it for some many things .', 'The only down side is the battery life', 'if you are using all of the functionality .']"
18203,18204,review,This band was better than the band that came with my FitBit Charge 2! I feel that it will last longer than the band that came with my FitBit Charge 2!,5,"['This band was better than the band', 'that came with my FitBit Charge 2 !', 'I feel', 'that it will last longer than the band', 'that came with my FitBit Charge 2 !']"
18682,18683,review,I had a Fitbit Versa that was replaced 3 times in 1 year. Made the jump to Apple Watch and so happy I did so many more options! I highly recommend it!,5,"['I had a Fitbit Versa', 'that was replaced 3 times in 1 year .', 'Made the jump to Apple Watch', 'and so happy', 'I did so many more options !', 'I highly recommend it !']"
18749,18750,review,This was an upgrade for my very archaic Apple Watch that was almost 6 years old. It offers everything from the previous generation in a higher quality,5,"['This was an upgrade for my very archaic Apple Watch', 'that was almost 6 years old .', 'It offers everything from the previous generation in a higher quality']"
19113,19114,review,this thing does it all! Not an apple watch!!!!!!! If you are an athlete outdoor adventurer or in general just an sports/ fitness enthusiast its great.,5,"['this thing does it all !', 'Not an apple watch ! ! ! ! ! ! !', 'If you are an athlete outdoor adventurer or in general', 'just an sports/ fitness enthusiast its great .']"
19448,19449,review,I wish that I had purchased a replacement band for my Fitbit Charge 2 much earlier. The color is very vibrant. It is easy to put on and wash to clean.,5,"['I wish', 'that I had purchased a replacement band for my Fitbit Charge 2 much earlier .', 'The color is very vibrant .', 'It is easy to put on and wash to clean .']"
19994,19995,review,The Apple Watch has reminders to keep you going. I bought it for heart monitoring and the activities movement recordings. I love it It keeps me going.,5,"['The Apple Watch has reminders', 'to keep you going .', 'I bought it for heart monitoring and the activities movement recordings .', 'I love', 'it It keeps me going .']"
20753,20754,review,"Love the Fitbit versa 2, got it as a birthday present. Wear it everyday . Tracks my steps during the day helps me move more. Love the features it has.",5,"['Love the Fitbit versa 2 , got it as a birthday present .', 'Wear it everyday .', 'Tracks my steps during the day helps me move more .', 'Love the features it has .']"
22020,22021,review,We purchased the Apple Watch for our mother's bday. She uses it daily for her zoom workouts. Can't wait for the new one to drop so we can upgrade her.,5,"[""We purchased the Apple Watch for our mother 's bday ."", ""She uses it daily for her zoom workouts . Ca n't wait for the new one to drop"", 'so we can upgrade her .']"
22212,22213,review,"Really good quality for not being an Apple product, holds up well and charges my Apple Watch 4 with zero issues. Much cheaper that what Apple charges.",5,"['Really good quality', 'for not being an Apple product ,', 'holds up well', 'and charges my Apple Watch 4 with zero issues .', 'Much cheaper', 'that what Apple charges .']"
22453,22454,review,"Nice , strong leather . Look beautiful & perfect for your Apple Watch . I'm highly recommend this product to everyone. Google job & thank you Apple.",5,"['Nice , strong leather . Look beautiful & perfect for your Apple Watch .', 'I ' m', 'highly recommend this product to everyone .', 'Google job & thank you Apple .']"
22488,22489,review,Absolutely love my Apple Watch this is the second one I've owned and the quality is amazing. Can't wait to buy my next one in another couple of years.,5,"['Absolutely love my Apple Watch this is the second one', ""I 've owned"", 'and the quality is amazing .', ""Ca n't wait to buy my next one in another couple of years .""]"
23503,23504,review,nice inexpensive Apple Watch charger - worked for my wife in a pinch when she forgot her charger after heading out of town - curbside pickup is great!,5,"['nice inexpensive Apple Watch charger - worked for my wife in a pinch', 'when she forgot her charger', 'after heading out of town - curbside pickup is great !']"
24190,24191,review,GIFTED TO MY WIFE FOR HER BDAY AND SHE WAS ECSTATIC WHEN SHE OPENED HER PRESENT. HIGHLY RECOMMENDED THE Apple Watch RATHER THAN ANY OTHER WANNA BE. <3,5,['GIFTED TO MY WIFE FOR HER BDAY AND SHE WAS ECSTATIC WHEN SHE OPENED HER PRESENT . HIGHLY RECOMMENDED THE Apple Watch RATHER THAN ANY OTHER WAN NA BE . < 3']
24830,24831,review,"The watch is user friendly, very basic, light weight, and easy to bind to my phone. I got two and love how its not heavy and resembles an apple watch.",5,"['The watch is user friendly , very basic , light weight , and easy to bind to my phone .', 'I got two', 'and love how its not heavy and resembles an apple watch .']"
25045,25046,review,"Apple Watch series 5 is excellent watch , give you better heart rating, do breathing excerise also I like it it and it also says it's time to stand up",5,"['Apple Watch series 5 is excellent watch ,', 'give you better heart rating ,', 'do breathing excerise also I like it it', 'and it also says', ""it 's time"", 'to stand up']"
25707,25708,review,I purchased this hoping it would double as mouse pad as well stop my Apple watch from banging on the edge. This is more than I expected for the price.,5,"['I purchased this hoping', 'it would double as mouse pad as well stop my Apple watch from banging on the edge .', 'This is more than I expected for the price .']"
26180,26181,review,I love my Skullcandy headphones! They were super easy to get the Bluetooth setup on my Apple Watch and work flawlessly! I'd recommend these to anyone!,5,"['I love my Skullcandy headphones ! They were super easy to get the Bluetooth setup on my Apple Watch and work flawlessly !', ""I 'd recommend these to anyone !""]"
26491,26492,review,"Upgraded from a Fitbit Blaze. Approximately 5 day battery life, which is why I picked this over an Apple Watch. Many options for clock faces and apps!",5,"['Upgraded from a Fitbit Blaze . Approximately 5 day battery life ,', 'which is why', 'I picked this over an Apple Watch . Many options for clock faces and apps !']"
26806,26807,review,My hubby loves this watch. Easy to use. The battery last forever. I have to charge my Apple Watch every other day. This watch last for almost 2 weeks.,5,"['My hubby loves this watch . Easy to use . The battery last forever .', 'I have to charge my Apple Watch every other day .', 'This watch last for almost 2 weeks .']"
26849,26850,review,The Apple Watch is great. Another great product from Apple. Can't go wrong with this watch it has everything you need in smart watch. Highly recommend,5,"['The Apple Watch is great . Another great product from Apple .', ""Ca n't go wrong with this watch"", 'it has everything', 'you need in smart watch .', 'Highly recommend']"
26914,26915,review,I love the Apple Watch. It is comfortable to wear. The Nike band is great. It is easy to clean and it secures the watch to my wrist. Highly recommend!,5,"['I love the Apple Watch .', 'It is comfortable to wear .', 'The Nike band is great .', 'It is easy to clean', 'and it secures the watch to my wrist . Highly recommend !']"
27175,27176,review,It's a really good product for the deaf / HOH people!! Especially when you get notifications on the Apple Watch that vibrates when you get the signal!,5,"[""It 's a really good product for the deaf / HOH people ! ! Especially"", 'when you get notifications on the Apple Watch', 'that vibrates', 'when you get the signal !']"
27407,27408,review,"I love this Apple Watch, especially the heart monitor. I am 69 years old and it gives me peace of mind. I have a medium wrist and the 40mm is perfect.",5,"['I love this Apple Watch , especially the heart monitor .', 'I am 69 years old', 'and it gives me peace of mind .', 'I have a medium wrist', 'and the 40mm is perfect .']"
27919,27920,review,"I love my Apple Watch! It tracks my steps, exercises, and how long I've been standing. It's even waterproof. I swim with it on! No problem at all!",5,"['I love my Apple Watch ! It tracks my steps , exercises ,', 'and how long I ' ve been standing . It ' s even waterproof .', 'I swim with it on ! No problem at all !']"
28392,28393,review,"Can't leave the house without it, from gps to phone calls and cycle monitoring… my apple watch does it all. The service at Best Buy was excellent.",5,"['Can ' t leave the house', 'without it ,', 'from gps to phone calls and cycle monitoring… my apple watch does it all .', 'The service at Best Buy was excellent .']"
28447,28448,review,"Wanted to upgrade our daughter to an Apple Watch to communicate with her phone better but didn't want the huge price tag. This was the perfect option,",5,"['Wanted to upgrade our daughter to an Apple Watch to communicate with her phone better', ""but did n't want the huge price tag ."", 'This was the perfect option ,']"
28491,28492,review,"Love my headset. Its a big upgrade from the Samsung Gear. My only advice is for you to buy a halo headset, the one they provide is very uncomfortable.",5,"['Love my headset . Its a big upgrade from the Samsung Gear .', 'My only advice is for you', 'to buy a halo headset ,', 'the one', 'they provide', 'is very uncomfortable .']"
28769,28770,review,Purchased Modal Silicone Watch Band for Apple Watch 44 mm - Blue. Daughter loves it. Durable. Water resisent. Bought 2 different colors liked so much.,5,"['Purchased Modal Silicone Watch Band for Apple Watch 44 mm - Blue .', 'Daughter', 'loves it . Durable .', 'Water resisent . Bought 2 different colors liked so much .']"
28801,28802,review,Didn't like the Apple Watch as it needs to charge so often! So happy with my Fitbit as I ca wear it a lot more and it doesn't take long to charge!,5,"['Didn ' t like the Apple Watch', 'as it needs to charge so often !', 'So happy with my Fitbit', 'as I ca wear it a lot more', 'and it doesn ' t take long to charge !']"
29688,29689,review,"Apple Watch is great, helpful when I work out, and tells me when to breathe. Especially when I'm on the road. Sins I drive manual car Definitely helps",5,"['Apple Watch is great , helpful', 'when I work out ,', 'and tells me when to breathe . Especially', ""when I 'm on the road . Sins"", 'I drive manual car Definitely', 'helps']"
29705,29706,review,I love my Apple Watch! There's not a day that I don't wear it. It comes in handy so much for when I get a text or need to change my music and etc!,5,"['I love my Apple Watch ! There ' s not a day', 'that', 'I don ' t wear it .', 'It comes in handy so much', 'for when I get a text or need', 'to change my music and etc !']"
30471,30472,review,This band enhance the look of my Apple Watch. I like that it's magnetic and easy to put on. Will definitely buy this product again in another color.,5,"['This band enhance the look of my Apple Watch .', 'I like that it ' s magnetic and easy to put on . Will definitely buy this product again in another color .']"
30599,30600,review,I love my Apple Watch!\nIt is super practical device with “mind” built into it! Wearing every day.\nWill never go back to Android operating watch.,5,"['I love my Apple Watch ! \\nIt is super practical device with “ mind ”', 'built into it !', 'Wearing every day.\\nWill never go back to Android operating watch .']"
30841,30842,review,"I have had the first generation Apple Watch, the 3, and now the SE. Picked the SE over the 6 because I didn't need all the health features of the 6.",5,"['I have had the first generation Apple Watch , the 3 , and now the SE . Picked the SE over the 6', 'because I didn ' t', 'need all the health features of the 6 .']"
31368,31369,review,"I bought the for my wife as a dresser band for her Apple Watch. She is very pleases with the fit, feel and appearance. Would purchase this band again.",5,"['I bought the for my wife as a dresser band for her Apple Watch .', 'She is very pleases with the fit , feel and appearance .', 'Would purchase this band again .']"
31386,31387,review,I purchase a Fitbit Versa 2 watch and I'm happy with the price and the service I received from the associated. She was very knowledgeable and friendly,5,"['I purchase a Fitbit Versa 2 watch', ""and I 'm happy with the price"", 'and the service', 'I received from the associated .', 'She was very knowledgeable and friendly']"
31871,31872,review,"This band is really good for an Apple Watch, my wife really loved it. It definitely works as a band for the Watch. I would recommend this to a friend.",5,"['This band is really good for an Apple Watch ,', 'my wife really loved it .', 'It definitely works as a band for the Watch .', 'I would recommend this to a friend .']"
32112,32113,review,Works great for a quick charge. LEDs are not super bright which is nice. Wish the cable was USB-C to the charger and it worked better with Apple Watch,5,"['Works great for a quick charge . LEDs are not super bright', 'which is nice . Wish', 'the cable was USB-C to the charger', 'and it worked better with Apple Watch']"
32330,32331,review,"I bought this as a gift for my son it's his first Apple Watch and he loves it, I feel like this is his best gift ever, he always playing on his watch.",5,"['I bought this as a gift for my son', ""it 's his first Apple Watch"", 'and he loves it ,', 'I feel', 'like this is his best gift ever ,', 'he always playing on his watch .']"
32494,32495,review,Love my Apple Watch! Young lady who help me did an outstanding job. She knew everything about the product and even priced matched one of the products!,5,"['Love my Apple Watch ! Young lady', 'who help me did an outstanding job .', 'She knew everything about the product', 'and even priced matched one of the products !']"
32786,32787,review,I purchased the Fitbit Charge 4 to replace my Apple Watch. It's a nice little watch but when the next Apple Watch comes out in the fall I will get it.,5,"['I purchased the Fitbit Charge 4', 'to replace my Apple Watch .', ""It 's a nice little watch"", 'but', 'when the next Apple Watch comes out in the fall', 'I will get it .']"
33314,33315,review,"Great battery life. I can usually get three days of solid use per charge. The size is big, but it does feel big on the wrist. My best Apple Watch yet.",5,"['Great battery life . I can usually get three days of solid use per charge .', 'The size is big ,', 'but it does feel big on the wrist . My best Apple Watch yet .']"
33691,33692,review,Really like this Fitbit Sense! I had a Fitbit charge and love this one even more! Helps me to keep moving more and keeps me motivated to be healthier!,5,"['Really like this Fitbit Sense ! I had a Fitbit charge and love this one even more ! Helps me', 'to keep moving more', 'and keeps me motivated to be healthier !']"
35263,35264,review,I absolutely love this Watch! It is my first Apple Watch and I am obsessed. The band is super comfy also and I am so glad I chose this particular one.,5,"['I absolutely love this Watch !', 'It is my first Apple Watch', 'and I am obsessed .', 'The band is super comfy also', 'and I am so glad', 'I chose this particular one .']"
94,95,review,Did not work for Apple Watch SE even though the description said it should. There is a black band around the edge which covers part of the new display.,1,"['Did not work for Apple Watch SE', 'even though the description said', 'it should .', 'There is a black band around the edge', 'which covers part of the new display .']"
533,534,review,"These did not work for me on my Apple Watch. It is just a plastic sticky cover and is easy to come of, which it has already. Back to the drawing board.",1,"['These did not work for me on my Apple Watch .', 'It is just a plastic sticky cover', 'and is easy to come of ,', 'which it has already . Back to the drawing board .']"
2194,2195,review,That was not good at all. Maybe it is work for someone but it was slow and it was not useful for me. I returned it and i purchased apple watch instead.,1,"['That was not good at all .', 'Maybe it is work for someone', 'but it was slow', 'and it was not useful for me .', 'I returned it', 'and i purchased apple watch instead .']"
3644,3645,review,If you are looking for steps/calorie counters that's ok not perfectly accurate. It works. And it's hundreds of dollars cheaper than the Apple Watch,3,"['If you are looking for steps/calorie counters', 'that ' s ok not perfectly accurate . It works .', 'And it ' s hundreds of dollars cheaper than the Apple Watch']"
3816,3817,review,Fitbit Charge 4 does not function accurately at times. Counting floors is the most inaccurate function for me. It's not as good as I hoped it would be.,3,"['Fitbit Charge 4 does not function accurately at times .', 'Counting floors is the most inaccurate function for me .', ""It 's not as good"", 'as I hoped', 'it would be .']"
3991,3992,review,This is the third Fitbit Charge 3 I have purchased for my daughter. They each last about a year before they quit working. Not very durable or reliable.,3,"['This is the third Fitbit Charge 3', 'I have purchased for my daughter .', 'They each last about a year', 'before they quit working . Not very durable or reliable .']"
4328,4329,review,"Returned watch. Didn't even open it. Sounded good but decided to wait for ""Black Friday Price Reduction"" on the Garmin Venu. I rated it based on specs.",3,"[""Returned watch . Did n't even open it . Sounded good but decided to wait for `` Black Friday Price Reduction '' on the Garmin Venu ."", 'I rated it based on specs .']"
4729,4730,review,The Fitbit was not of good quality. The scree went dim which made it very hard to see. The scene is lack now which is why I switched to the apple watch,3,"['The Fitbit was not of good quality .', 'The scree went dim', 'which made it very hard to see .', 'The scene is lack', 'now which is why I switched to the apple watch']"
4749,4750,review,the least user friendly fitness tracker on the market. Maybe if you are a serious runner only it would be good but otherwise invest in the apple watch.,3,"['the least user friendly fitness tracker on the market . Maybe', 'if you are a serious runner', 'only it would be good but otherwise invest in the apple watch .']"
5271,5272,review,No complaints with this product at this time. I bought it as a gift for my daughter who didn't want an Apple Watch. But she loves it. Mommy knows best.,4,"['No complaints with this product at this time .', 'I bought it as a gift for my daughter', ""who did n't want an Apple Watch ."", 'But she loves it .', 'Mommy knows best .']"
5477,5478,review,Bought this to replace my Fitbit Versa 2 and try something different. It's great for workouts and seems more accurate. Lack of touchscreen is annoying.,4,"['Bought this to replace my Fitbit Versa 2', 'and try something different .', ""It 's great for workouts"", 'and seems more accurate . Lack of touchscreen is annoying .']"
5494,5495,review,"Looks great on the rose gold Apple Watch. The only downside is that the material that it is made out of is not breathable, so sweat builds up under it.",4,"['Looks great on the rose gold Apple Watch .', 'The only downside is that the material', 'that it is made out of is not breathable ,', 'so sweat builds up under it .']"
5651,5652,review,love this watch! I upgraded from a series 1. It runs so smooth and flawlessly compared to series 1. It feels like what the Apple Watch was meant to be.,4,"['love this watch !', 'I upgraded from a series 1 .', 'It runs so smooth and flawlessly', 'compared to series 1 .', 'It feels', 'like what the Apple Watch was meant to be .']"
