,Unnamed: 0,Unnamed: 0.1,ReviewID,Page Type,Full Text,Rating,Segments,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
1595,1595,9726,9727,review,"updated my fitbit (charge 2) to the versa, i really love it and have had no problems (been wearing it 2 weeks now) i love the flexibility of the versa.",5,"[ 'updated my fitbit ' , ' (  ) ' , 'to the versa , ' , ' i really love it ' , 'and have had no problem ' , ' ( been wearing it 2 week now ) ' , ' i love the flexibility of the versa . ' ]",0,0,0,0,0,0,0,0,0
1596,1596,10038,10039,review,the the apple watch our second one. my wife's screen just opened up. had to purchase a new one. i hope this one does not open up some battery issues.,5,"[ 'the the apple watch our second one . my wife ' s screen just opened up . ' , 'had to purchase a new one . ' , ' i hope ' , 'this one doe not open up some battery issue . ' ]",0,0,0,0,0,0,0,0,0
1597,1597,10204,10205,review,"fitbit - inspire 2 fitness tracker - black was a great birthday gift. \nshipped quickly, easy to use, looks good, comfortable.\nwould you recommend it!",5,"[ 'fitbit -  fitness tracker - black wa a great birthday gift . \\nshipped quickly , easy to use , look good , ' , 'comfortable.\\nwould you recommend it ! ' ]",0,0,0,1,1,0,0,0,0
1598,1598,10270,10271,review,helps me keep track of my health and i have lost a lot of weight. it's awesome and i highly recommend it. had an apple watch before but perfect this.,5,"[ 'helps me keep track of my health ' , 'and i have lost a lot of weight . ' , 'it ' s awesome ' , 'and i highly recommend it . ' , 'had an apple watch ' , 'before but perfect this . ' ]",0,0,0,0,0,0,1,0,0
1599,1599,10399,10400,review,"very good case/band for the apple watch. fits my new 6 series well, and i'm not as worried about dents or screen scratches as i was while it was naked.",5,"[ 'very good case/band for the apple watch . fit my new 6 series well , ' , `` and i 'm not a worried about dent or screen scratch '' , 'as i wa ' , 'while it wa naked . ' ]",0,0,0,0,0,0,0,0,0
1600,1600,10637,10638,review,great deal on the stainless model i purchased. high quality product. 3rd apple watch and each upgrade is improvement. battery life last all day for me.,5,"[ 'great deal on the stainless model i purchased . high quality product . ' , '3rd apple watch and each upgrade is improvement . battery life last all day for me . ' ]",0,0,0,0,0,0,0,1,0
1601,1601,10775,10776,review,my daughter recently got a new apple watch and her favorite color is this mint green. it was a good price and a perfect fit for her new series 3 watch.,5,"[ 'my daughter recently got a new apple watch ' , 'and her favorite color is this mint green . ' , 'it wa a good price and a perfect fit for her new series 3 watch . ' ]",0,0,0,0,1,1,0,0,0
1602,1602,11441,11442,review,i have been using my apple watch for past few months and i absolutely love it. the battery life is good 15 hours and then it needs charging for 20 mins,5,"[ ' i have been using my apple watch for past few month ' , 'and i absolutely love it . the battery life is good 15 hour ' , 'and then it need charging for 20 min ' ]",0,0,0,0,0,0,0,1,0
1603,1603,11646,11647,review,had to go back to have them set up my apple watch that i paid to have it hooked up to my other phone. sales person was to busy to give me good service.,5,"[ 'had to go back ' , 'to have them set up my apple watch ' , 'that i paid ' , 'to have it hooked up to my other phone . ' , 'sales person wa to busy to give me good service . ' ]",0,0,0,0,0,0,0,0,0
1604,1604,12044,12045,review,"my daughter loves it. it perfect for her active lifestyle. she love bouldering, rock climbing and hiking. it's a much better color for her apple watch.",5,"[ 'my daughter love it . ' , 'it perfect for her active lifestyle . ' , 'she love bouldering , rock climbing and hiking . ' , `` it 's a much better color for her apple watch . '' ]",0,0,0,0,1,0,0,0,0
1605,1605,12984,12985,review,love my apple watch . ready to get the latest version when i have the funds to get. recommend for anyone who likes to keep up with health and fitnesses,5,"[ 'love my apple watch . ready to get the latest version ' , 'when i have the fund to get . recommend for anyone ' , 'who like to keep up with health and fitness ' ]",0,0,0,0,0,0,0,0,0
1606,1606,14029,14030,review,loved this. was a permanent fixture on my watch until i upgraded it recently. it was easy to use and attached quite readily to my 1st gen. apple watch.,5,"[ 'loved this . wa a permanent fixture on my watch until i upgraded ' , 'it recently . ' , 'it wa easy to use ' , 'and attached quite readily to my 1st gen. apple watch . ' ]",0,0,0,0,0,0,0,0,0
1608,1608,14361,14362,review,this is a great acesessory for my apple watch.it fits perfectly and will allow me have some sense of peace that my phone surface will not be scratched.,5,"[ 'this is a great acesessory for my apple watch.it fit perfectly ' , 'and will allow me have some sense of peace ' , 'that my phone surface will not be scratched . ' ]",0,0,0,0,0,0,0,0,0
1609,1609,14469,14470,review,"i have always loved the apple watch, this one is no different. the quality is unsurpassed and tech is top of the line. this was definitely a great buy!",5,"[ ' i have always loved the apple watch , ' , 'this one is no different . ' , 'the quality is unsurpassed ' , 'and tech is top of the line . ' , 'this wa definitely a great buy ! ' ]",0,0,0,0,0,0,0,0,0
1610,1610,15008,15009,review,i was looking for a stand to charge my apple watch and liked the idea that i could still see the time on my watch while it is charging on my nightstand,5,"[ ' i wa looking for a stand to charge my apple watch and liked the idea ' , 'that i could still see the time on my watch ' , 'while it is charging on my nightstand ' ]",0,0,0,0,0,0,0,1,0
1612,1612,15512,15513,review,only reason i don't use my fitbit any more is because i upgraded to a apple watch but it did everything i needed it to do when it came to working out,5,"[ 'only reason ' , ' i don ' t use my fitbit any more is because i upgraded to a apple watch ' , 'but it did everything i needed ' , 'it to do ' , 'when it came to working out ' ]",0,0,0,0,0,0,0,0,0
1613,1613,15612,15613,review,i'm upgraded from a fitbit versa that had kicked the bucket. i have had it now for a couple weeks and absolutely love it. highly recommend to everyone!,5,"[ `` i 'm upgraded from a  '' , 'that had kicked the bucket . ' , ' i have had it now for a couple week ' , 'and absolutely love it . highly recommend to everyone ! ' ]",0,0,0,0,0,0,0,0,0
1614,1614,15901,15902,review,"never thought i would use an apple watch. since i got it, i use it everyday and feel lost without it. very glad i finally decided to make the purchase.",5,"[ 'never thought ' , ' i would use an apple watch . ' , 'since i got it , ' , ' i use it everyday and feel lost ' , 'without it . very glad i finally decided to make the purchase . ' ]",0,0,0,0,0,0,0,0,0
1616,1616,17247,17248,review,"this apple watch is great, and it's especially a good value for someone's first apple watch. the apple watch series 3 is still snappy, and works great.",5,"[ 'this apple watch is great , ' , `` and it 's especially a good value '' , `` for someone 's first apple watch . `` , 'the  is still snappy , and work great . ' ]",0,0,0,0,0,1,0,0,0
1617,1617,17412,17413,review,"i have the apple watch series 4. my daughter wanted one too and when i saw apple released a newer version, i purchased for her birthday. she loves it!!",5,"[ ' i have the  . ' , 'my daughter wanted one too ' , 'and when i saw apple released a newer version , ' , ' i purchased for her birthday . ' , 'she love ' , 'it ! ! ' ]",0,0,0,0,0,0,0,0,0
1618,1618,18591,18592,review,love it best watch i love everything about it. it's look great and everybody love it. this is my first apple watch and i will recommend it to everybody,5,"[ `` love it best watch i love everything about it . it 's look great '' , 'and everybody love it . this is my first apple watch and ' , ' i will recommend it to everybody ' ]",0,0,0,0,1,0,0,0,0
1620,1620,19296,19297,review,i bought this health watch for 2 months now. i love all the features of the watch. i wear it every single day. look likes apple watch but much better;),5,"[ ' i bought this health watch for 2 month now . ' , ' i love all the feature of the watch . ' , ' i wear it every single day . ' , 'look like apple watch but much better ; ) ' ]",0,0,0,0,0,0,0,0,0
1622,1622,20365,20366,review,i love my apple watch it was an upgrade from the series 5. o love the bigger screen but love that the full keyboard comes up when responding to a text.,5,"[ ' i love my apple watch ' , 'it wa an upgrade from the series 5 . ' , ' o love the bigger screen ' , 'but love ' , 'that the full keyboard come up ' , 'when responding to a text . ' ]",0,0,0,0,0,0,0,0,0
1623,1623,20512,20513,review,"needed a new apple watch, so i decided to go with the stainless steel version i'm glad i did, i love the weight and feel of the apple watch series 7,",5,"[ 'needed a new apple watch , ' , 'so i decided to go with the stainless steel version ' , ' i ' m glad ' , ' i did , ' , ' i love the weight ' , 'and feel of the  , ' ]",0,0,0,0,0,0,0,0,0
1624,1624,20579,20580,review,apple watch series 3 is a great buy. very easy to use and no issues with delay or lag on wifi. works great my only regret is not buying the larger one.,5,"[ ' is a great buy . very easy to use and no issue with delay or lag on wifi . ' , 'works great my only regret is not buying the larger one . ' ]",0,0,0,1,0,0,0,0,0
1625,1625,20592,20593,review,love it enjoying first time with a apple watch like the quality and design also purchase for two of my teen grandchildren for christmas which they love,5,"[ 'love it enjoying first time with a apple watch ' , 'like the quality and design also purchase for two of my teen grandchild for christmas ' , 'which they love ' ]",0,0,0,0,1,0,0,1,0
1626,1626,20989,20990,review,waiting to see how it holds up.sturdier than apple watch.less expensive.i like the fit bit premium app.the battery life is better.not sold on the band.,5,"[ 'waiting ' , 'to see ' , 'how it hold up.sturdier than apple watch.less expensive.i like the fit bit premium app.the battery life ' , 'is better.not sold on the band . ' ]",0,0,0,0,0,0,0,1,0
1627,1627,21301,21302,review,i love this apple watch. it works well for viewing items on your phone without reaching for the phone. set up was easy enough and the watch looks nice.,5,"[ ' i love this apple watch . ' , 'it work well for viewing item on your phone ' , 'without reaching for the phone . set ' , 'up wa easy enough ' , 'and the watch look nice . ' ]",0,0,0,1,1,0,0,0,0
1629,1629,21675,21676,review,i have had this watch over a year and a half and it great i use it everyday a great purchase i love my apple watch both of my daughters bought one too.,5,"[ ' i have had this watch over a year and a half ' , 'and it great i use ' , 'it everyday a great purchase ' , ' i love my apple watch both of my daughter bought one too . ' ]",0,0,0,0,0,0,0,0,0
1630,1630,22789,22790,review,absolutely love my new apple watch. since this was my first smart watch i had a little bit of a learning curve but feel pretty comfortable with it now.,5,"[ 'absolutely love my new apple watch . ' , 'since this wa my first smart watch ' , ' i had a little bit of a learning curve ' , 'but feel pretty comfortable with it now . ' ]",0,0,0,0,0,0,0,0,0
1631,1631,23103,23104,review,love my apple watch! the sleek day-evening look and convenience at your fingertips (literally) makes it a one of a kind apple product. thanks best buy!,5,"[ 'love my apple watch ! the sleek day-evening look and convenience at your fingertip ' , ' ( literally ) ' , 'makes it a one of a kind apple product . ' , 'thanks best buy ! ' ]",0,0,0,0,1,0,0,0,0
1633,1633,23244,23245,review,one of the best looking sport loops for apple watch! the brown and light blue are a killer combo with the orange accents picture don't do it justice.,5,"[ 'one of the best ' , 'looking sport loop for apple watch ! ' , 'the brown and light blue are a killer combo with the orange accent picture don ' t do it justice . ' ]",0,0,0,0,0,0,0,0,0
1634,1634,24075,24076,review,"this is not a simple watch, it has a lot of option to use, almost like apple watch. i have nothing to say, thanks from the company about this products.",5,"[ 'this is not a simple watch , ' , 'it ha a lot of option ' , 'to use , almost like apple watch . i have nothing to say , thanks from the company about this product . ' ]",0,0,0,0,0,0,0,0,0
1635,1635,24468,24469,review,"i like my garmin approach and depend on it on the course. the shot measuring, ability to move the pin to actual location, and scoring feature are good.",5,"[ ' i like my  and depend on it on the course . ' , 'the shot measuring , ' , 'ability to move the pin to actual location , ' , 'and scoring feature are good . ' ]",0,0,0,0,0,0,0,0,0
1636,1636,24729,24730,review,very nice bike. use it with my apple watch and peloton app. it works great. just wish it had magnetic resistance but overall it was worth it to buy it.,5,"[ 'very nice bike . ' , 'use it with my apple watch and peloton app . ' , 'it work great . just wish ' , 'it had magnetic resistance but overall it wa worth it to buy it . ' ]",0,0,0,0,0,0,0,0,0
1637,1637,25002,25003,review,super cute. i get non stop compliments. people always ask if that's a apple watch. because it looks different and makes people look twice at my watch,5,"[ 'super cute . i get non stop compliment . ' , 'people always ask ' , 'if that ' s a apple watch . ' , 'because it look different ' , 'and make people look twice at my watch ' ]",0,0,0,0,1,0,0,0,0
1639,1639,26027,26028,review,"excellent quality, light weight and very accurate reading. my husband has a apple watch and there is no way this watch is any less than the $400 watch.",5,"[ 'excellent quality , light weight and very accurate reading . my husband ha a apple watch ' , 'and there is no way ' , 'this watch is any le than the $ 400 watch . ' ]",0,0,0,0,0,0,0,1,1
1640,1640,26445,26446,review,exactly what i was looking for. it really elevates the look of my apple watch! very nice quality and very easy to take links out to adjust to my wrist.,5,"[ 'exactly what i wa looking for . ' , 'it really elevates the look of my apple watch ! very nice quality and very easy ' , 'to take link out ' , 'to adjust to my wrist . ' ]",0,0,0,1,1,0,0,1,0
1641,1641,26686,26687,review,"i was very impressed with this combination cell phone and apple watch stand. it is very sturdy, and a great value for the price. i highly recommend it.",5,"[ ' i wa very impressed with this combination cell phone and apple watch stand . ' , 'it is very sturdy , and a great value for the price . i highly recommend it . ' ]",0,0,0,0,0,1,0,0,0
1642,1642,26709,26710,review,i opted for this apple watch out of need for health tracking rather than the phone features and its a great start... hopefullly it last for a long time,5,"[ ' i opted for this apple watch out of need for health tracking rather than the phone feature and it a great start ... ' , 'hopefullly it last for a long time ' ]",0,0,0,0,0,0,1,1,0
1643,1643,26883,26884,review,love this watch! i upgraded from a series 1. it runs so smooth and flawlessly compared to series 1. it feels like what the apple watch was meant to be.,5,"[ 'love this watch ! ' , ' i upgraded from a series 1 . ' , 'it run so smooth and flawlessly ' , 'compared to series 1 . ' , 'it feel ' , 'like what the apple watch wa meant to be . ' ]",0,0,0,0,0,0,0,0,0
1644,1644,26967,26968,review,apple watch came in perfect condition and works perfectly fine. i'm already loving it and feels very nice to have on. delivered faster than i thought,5,"[ 'apple watch came in perfect condition ' , 'and work perfectly fine . ' , ' i ' m already loving it ' , 'and feel very nice to have on . delivered faster ' , 'than i thought ' ]",0,0,0,0,0,0,0,0,0
1645,1645,27514,27515,review,great workout tracker with the nice display. i'm very satisfied with the purchase and glad to have saved extra dollars on buying fitbit or apple watch.,5,[ `` great workout tracker with the nice display . i 'm very satisfied with the purchase and glad to have saved extra dollar on buying fitbit or apple watch . '' ],1,0,0,0,0,0,0,0,0
1646,1646,28078,28079,review,best apple watch by far!!!! love it! a beautifully built piece. love that the watch displays time without you having to lift arm. best watch out there.,5,"[ 'best apple watch by far ! ! ! ! ' , 'love it ! a beautifully built piece . ' , 'love ' , 'that the watch display time ' , 'without you having to lift arm . best watch out there . ' ]",0,0,0,0,0,0,0,0,0
1647,1647,28117,28118,review,"had apple watch since series 2 and upgraded to series 4. highly recommend. gps much better for runs, battery life greatly increased. worth the upgrade.",5,"[ 'had apple watch since series 2 and upgraded to series 4 . highly recommend . gps much better for run , battery life greatly increased . ' , 'worth the upgrade . ' ]",0,0,0,0,0,0,1,1,0
1648,1648,28124,28125,review,the apple watch series 5 is a great watch. love the features and options. to be able to text is amazing. i can see things at a glance. love this watch!,5,"[ 'the  is a great watch . ' , 'love the feature and option . ' , 'to be able to text is amazing . ' , ' i can see thing at a glance . love this watch ! ' ]",0,0,0,0,0,0,0,0,0
1649,1649,28280,28281,review,got this as a present for my mom and she loves it. the apple watch just had too many features for her that she didn't want or need. this was perfect.,5,"[ 'got this a a present for my mom ' , 'and she love it . ' , 'the apple watch just had too many feature for her ' , 'that ' , 'she didn ' t want or need . ' , 'this wa perfect . ' ]",0,0,0,0,0,0,0,0,0
1651,1651,29843,29844,review,i am very happy with new fitbit charge 5. it is very comfortable to wear it on my wrist and display is really nice.\nthis is pretty tough item as well!,5,"[ ' i am very happy with new  . ' , 'it is very comfortable ' , 'to wear it on my wrist and display is really nice.\\nthis is pretty tough item a well ! ' ]",1,0,0,0,0,0,0,0,0
1652,1652,30144,30145,review,got this for my wife and she loves it. app works great and is easy to use. when you use the product it gives you credit for mindfulness on apple watch.,5,"[ 'got this for my wife ' , 'and she love it . ' , 'app work great ' , 'and is easy to use . ' , 'when you use the product ' , 'it give you credit for mindfulness on apple watch . ' ]",0,0,0,1,0,0,0,0,0
1653,1653,30181,30182,review,the apple watch magnetic charging cable quickly charges my watch. i bought an extra to keep in my office so i can charge if i forget to charge at home.,5,"[ 'the apple watch magnetic charging cable quickly charge my watch . ' , ' i bought an extra ' , 'to keep in my office ' , 'so i can charge ' , 'if i forget to charge at home . ' ]",0,0,0,0,0,0,0,1,0
1654,1654,31856,31857,review,this apple watch is perfect for my needs. i am able to easily keep up with emails texts and notifications without constantly pulling out my cell phone.,5,"[ 'this apple watch is perfect for my need . ' , ' i am able ' , 'to easily keep up with email text and notification ' , 'without constantly pulling out my cell phone . ' ]",0,0,0,0,0,0,0,0,0
1655,1655,32113,32114,review,had a few issues getting apple watch to charge. working normally now. just have to make sure it is connected properly (very touchy). works as it should,5,"[ 'had a few issue ' , 'getting apple watch to charge . ' , 'working normally now . ' , 'just have to make sure ' , 'it is connected properly ' , ' ( very touchy ) . work ' , 'as it should ' ]",0,0,0,0,0,0,0,1,0
1656,1656,32180,32181,review,cannot beat the price . beats the apple watch by a mile in overall value. does most of what everyone needs. charges in an hour and charge lasts a week.,5,"[ 'can not beat the price . beat the apple watch by a mile in overall value . ' , 'does most of what everyone need . ' , 'charges in an hour ' , 'and charge last a week . ' ]",0,0,0,0,0,0,0,1,0
1660,1660,33552,33553,review,i like the color but was hoping it had a little rose color but i like that it's not the shiny sliver color. this is my 4th apple watch and love them.,5,"[ ' i like the color ' , 'but wa hoping ' , 'it had a little rose color ' , 'but i like that it ' s not the shiny sliver color . ' , 'this is my 4th apple watch and love them . ' ]",0,0,0,0,1,0,0,0,0
1661,1661,34146,34147,review,purchased for family member who damaged a fitbit versa 2. more features and greater versatility with this new versa 3. family member loves this device.,5,"[ 'purchased for family member ' , 'who damaged a fitbit  . more feature and greater versatility with this new  . ' , 'family member love this device . ' ]",0,0,0,0,0,0,0,0,0
1662,1662,34514,34515,review,looks heavy duty smartwatch like a gshock and i only have to charge once every two weeks instead of everyday like an apple watch! definitely recommend!,5,"[ 'looks heavy duty smartwatch like a gshock ' , 'and i only have to charge once every two week ' , 'instead of everyday like an apple watch ! definitely recommend ! ' ]",0,0,0,0,0,0,0,0,0
1664,1664,35384,35385,review,i absolutely love my apple watch fits perfect as i have a small wrist very satisfied with this purchase so thanks for having what i wanted for so long!,5,"[ ' i absolutely love my apple watch fit perfect ' , 'as i have a small wrist very satisfied with this purchase so thanks ' , 'for having what i wanted for so long ! ' ]",1,0,0,0,0,0,0,0,0
1665,1665,35507,35508,review,works as described. this is a relatively inexpensive solution for the need to purchase a different more expensive charging cube for the new apple watch,5,"[ 'works a described . this is a relatively inexpensive solution for the need ' , 'to purchase a different more expensive charging cube for the new apple watch ' ]",0,0,0,0,0,0,0,0,0
1666,1666,35785,35786,review,"it's reasonably priced, does everything an apple watch or fitbit can do. i especially like the sms notification feature. highly recommend this product.",5,"[ `` it 's reasonably priced , '' , 'does everything an apple watch or fitbit can do . ' , ' i especially like the sm notification feature . ' , 'highly recommend this product . ' ]",0,0,0,0,0,0,0,0,0
1670,1670,1859,1860,review,my fitbit versa 3 lasted only about 3 months. since then it will not charge. warranty was only good for 45 days. cannot get help from fitbit support!!!!,1,"[ 'my fitbit  lasted only about 3 month . ' , 'since then it will not charge . ' , 'warranty wa only good for 45 day . ' , 'can not get help from fitbit support ! ! ! ! ' ]",0,0,0,0,0,0,0,0,0
1672,1672,6475,6476,review,great product! i love this ionic even though it has a few glitches. definitely recommend this over the over-priced apple watch to meet your basic needs.,4,"[ 'great product ! i love this ionic ' , 'even though it ha a few glitch . definitely recommend this over the over-priced apple watch ' , 'to meet your basic need . ' ]",0,0,0,0,0,0,1,0,0
1673,1673,6705,6706,review,nice watch works ok on ios. can't track as much as an apple watch and does occasionally disconnect but over all it serves it purpose and functions well!,4,"[ `` nice watch work ok on io . ca n't track a much a an apple watch '' , 'and doe occasionally disconnect but over all it serf it purpose and function well ! ' ]",0,0,0,0,0,0,0,0,0
1675,1675,8148,8149,review,"i actually replaced my apple watch series 3 with this. it has so many more features and is much more lightweight. for the price, you just can't beat it.",4,"[ ' i actually replaced my  with this . ' , 'it ha so many more feature ' , 'and is much more lightweight . for the price , ' , `` you just ca n't beat it . '' ]",0,0,0,0,0,0,0,0,0
1676,1676,8841,8842,review,the series 5 apple watch is fairly simple to use. navigation to find functions can be a little tricky at times. it's rather pricey but i bought on sale.,4,"[ 'the series 5 apple watch is fairly simple to use . navigation ' , 'to find function can be a little tricky at time . ' , `` it 's rather pricey '' , 'but i bought on sale . ' ]",0,0,0,1,0,0,0,0,0
1677,1677,8885,8886,review,i'll start this review by saying i don't buy or promote apple products exclusively. my phone is happily an android and i don't own an apple watch or use,4,"[ `` i 'll start this review '' , 'by saying ' , `` i do n't buy or promote apple product '' , 'exclusively . my phone is happily an android ' , `` and i do n't own an apple watch or use '' ]",0,0,0,0,0,0,0,0,0
1678,1678,8951,8952,review,"great smartwatch, but way too many bells and whistles for what i needed. i love the convenience of having an apple watch and plan to buy a older version",4,"[ 'great smartwatch , but way too many bell and whistle for what i needed . ' , ' i love the convenience ' , 'of having an apple watch ' , 'and plan to buy a older version ' ]",0,0,0,0,0,0,0,0,0
1679,1679,9070,9071,review,"my third apple watch, the best one yet! i am still discovering features that were not on the first two. a little expensive but you get what you pay for.",5,"[ 'my third apple watch , the best one yet ! ' , ' i am ' , 'still discovering feature ' , 'that were not on the first two . a little expensive ' , 'but you get what you pay for . ' ]",0,0,0,0,0,0,0,0,0
1680,1680,9440,9441,review,"love the fitbit inspire 2. i wasn't sure about the sleep tracking, but i really find it very helpful. the mobile app is so easy and convenient to use,",5,"[ 'love the fitbit  . ' , ' i wasn ' t sure about the sleep tracking , ' , 'but i really find it very helpful . ' , 'the mobile app is so easy and convenient to use , ' ]",0,0,0,1,0,0,1,0,0
1683,1683,9990,9991,review,awesome watch. i had a apple watch 3 but i couldn't get all of the medical apps that comes with the apple 6. they are easy to use and the blue is cool,5,"[ 'awesome watch . i had a apple watch 3 ' , 'but i couldn ' t get all of the medical apps ' , 'that come with the apple 6 . ' , 'they are easy to use ' , 'and the blue is cool ' ]",0,0,0,1,1,0,0,0,0
1684,1684,10245,10246,review,"i absolutely love my apple watch. i upgraded from the series 1 so that i could have the updated feature, especially the heart monitor features. love it!",5,"[ ' i absolutely love my apple watch . ' , ' i upgraded from the series 1 so ' , 'that i could have the updated feature , especially the heart monitor feature . ' , 'love it ! ' ]",0,0,0,0,0,0,1,0,0
1685,1685,10444,10445,review,apple watch 5 is a winner. i purchased it to replace my earlier model after two falls did my original in! i have found it satisfactory in every respect.,5,"[ 'apple watch 5 is a winner . ' , ' i purchased it to replace my earlier model ' , 'after two fall did my original in ! ' , ' i have found it satisfactory in every respect . ' ]",0,0,0,0,0,0,0,0,0
1686,1686,11370,11371,review,i have been contemplating on getting an apple watch for sometime now. i am very pleased that i finally made the decision to purchase my new apple watch.,5,"[ ' i have been contemplating on getting an apple watch for sometime now . ' , ' i am very pleased ' , 'that i finally made the decision ' , 'to purchase my new apple watch . ' ]",0,0,0,0,0,0,0,0,0
1687,1687,11880,11881,review,"truly life changing i wake up and know where my phone is at, i use it when i'm facetiming at home way harder for my little ones to unplug my apple watch",5,"[ 'truly life changing i wake up ' , 'and know ' , 'where my phone is at , ' , ' i use it ' , `` when i 'm facetiming at home way harder for my little one to unplug my apple watch '' ]",0,0,0,0,0,0,0,0,0
1690,1690,12377,12378,review,bought my wife her first apple watch.\nshe has been track her fitness new year's resolution with the applle watch 6.\nshe is impressed by its functions.,5,[ `` bought my wife her first apple watch.\\nshe ha been track her fitness new year 's resolution with the applle watch 6.\\nshe is impressed by it function . '' ],0,0,0,0,0,0,1,0,0
1691,1691,12848,12849,review,love my apple watch! i get all my notifications i would on my phone and can return messages back right from the watch. it's not bulky and looks great.,5,"[ 'love my apple watch ! ' , ' i get all my notification ' , ' i would on my phone ' , 'and can return message back right from the watch . ' , 'it ' s not bulky and look great . ' ]",0,0,0,0,1,0,0,0,0
1692,1692,12957,12958,review,"i upgraded from the apple watch 1, i am happy with my purchase. i was able to get a good price due to it being on sale. i am exploring all the features.",5,"[ ' i upgraded from the apple watch 1 , ' , ' i am happy with my purchase . ' , ' i wa able to get a good price due ' , 'to it being on sale . ' , ' i am exploring all the feature . ' ]",1,0,0,0,0,1,0,0,0
1693,1693,13229,13230,review,it was great for the price. but i think that it wasn't protecting the apple watch screen itself only the outside. i bought another one a few days later.,5,"[ 'it wa great for the price . ' , 'but i think ' , `` that it wa n't protecting the apple watch screen itself only the outside . `` , ' i bought another one a few day later . ' ]",0,0,0,0,0,1,0,0,0
1694,1694,13242,13243,review,"i bought this apple watch for my daughter. she is 12, she loves it. it is the perfect size for her wrist. she thinks it's a little version of her phone.",5,"[ ' i bought this apple watch for my daughter . ' , 'she is 12 , ' , 'she love it . ' , 'it is the perfect size for her wrist . ' , 'she think ' , `` it 's a little version of her phone . '' ]",0,0,0,0,1,0,0,0,0
1695,1695,14289,14290,review,love my apple watch! wear it every day and haven't thought of putting my old watches on since. the ability to read texts alone makes it worth purchasing,5,"[ 'love my apple watch ! wear it every day ' , `` and have n't thought of putting my old watch on since . the ability '' , 'to read text ' , 'alone make it worth purchasing ' ]",0,0,0,0,0,0,0,0,0
1696,1696,14523,14524,review,"cant go wrong with an apple watch, best quality amongst competitors and amazing new features. highly recommend if your running or just need ease of use.",5,"[ 'cant go wrong with an apple watch , best quality amongst competitor and amazing new feature . highly recommend ' , 'if your running or just need ease of use . ' ]",0,0,0,0,0,0,0,1,0
1697,1697,14773,14774,review,"this watch is beyond fantastic, and the person who helped me understand the differences between apple watch series 5 vs. series 6 was extremely helpful.",5,"[ 'this watch is beyond fantastic , ' , 'and the person ' , 'who helped me understand ' , 'the difference between  vs. series 6 ' , 'was extremely helpful . ' ]",0,0,0,0,0,0,1,0,0
1698,1698,14778,14779,review,shines just like real gold. adds so much class to any apple watch.\nmy watch just went from just another tech device to a part of my jewelry collection.,5,[ 'shines just like real gold . add so much class to any apple watch.\\nmy watch just went from just another tech device to a part of my jewelry collection . ' ],0,0,0,0,0,0,0,0,0
1699,1699,15116,15117,review,i buy alot from best buy and this the one i love it adorable fit right on my apple watch together with tools so you can adjust that can fit on you wrest,5,"[ ' i buy alot from best buy and this the one i love ' , 'it adorable fit right on my apple watch together with tool ' , 'so you can adjust ' , 'that can fit on you wrest ' ]",0,0,0,0,0,0,0,0,0
1700,1700,15226,15227,review,my wife likes her apple watch a lot. the only issue is the all new fall detection. the sos message pops up even if the catch is a little loose on hands.,5,"[ 'my wife like her apple watch a lot . ' , 'the only issue is the all new fall detection . ' , 'the so message pop up ' , 'even if the catch is a little loose on hand . ' ]",0,0,0,0,0,0,0,0,0
1702,1702,16964,16965,review,"the transaction was very simple, thanks to best buy's great user-friendly website! the apple watch is very neat, lots to learn but really happy with it!",5,"[ `` the transaction wa very simple , thanks to best buy 's great user-friendly website ! `` , 'the apple watch is very neat , ' , 'lots ' , 'to learn but really happy with it ! ' ]",1,0,0,1,0,0,0,0,0
1703,1703,17300,17301,review,i have been debating getting an apple watch for years and i am so glad i did. i plan i'm giving this one to my son and upgrading to the newer version.,5,"[ ' i have been debating getting an apple watch for year ' , 'and i am so glad i did . ' , ' i plan ' , ' i ' m giving this one to my son and upgrading to the newer version . ' ]",0,0,0,0,0,0,0,0,0
1704,1704,17358,17359,review,"great alternative to apple watch if using for fitness, calorie counting etc. synced it with the lose it app for counting calories. lightweight and cute!",5,"[ 'great alternative to apple watch ' , 'if using for fitness , ' , 'calorie counting etc . synced ' , 'it with the lose ' , 'it app for counting calorie . lightweight and cute ! ' ]",0,0,0,0,0,0,0,0,0
1705,1705,17616,17617,review,it's been on my apple watch series 5 for about three weeks. i think it's kept quite a few scratches off of the phone so far it's doing it's job.,5,"[ 'it ' s been on my  for about three week . ' , ' i think ' , 'it ' s kept quite a few scratch off of the phone ' , 'so far it ' s doing it ' s job . ' ]",0,0,0,0,0,0,0,0,0
1706,1706,18040,18041,review,i've wanted an apple watch for quite some time and decided to finally get one. i've been very pleased with all of the options you can do with the watch.,5,"[ `` i 've wanted an apple watch for quite some time '' , 'and decided to finally get one . ' , `` i 've been very pleased with all of the option '' , 'you can do with the watch . ' ]",0,0,0,0,0,0,0,0,0
