,Unnamed: 0,ReviewID,Page Type,Full Text,Rating,SegmentedReview,SegmentedReview_processed_reviews,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
437,10791,10792,review,i love my apple watch. i never leave home without putting it on.,5,"""i love my apple watch .', 'i never leave home without putting it on .""","`` i love my apple watch . ' , ' i never leave home without putting it on . ''",0,0,0,0,0,0,0,0,0
439,11407,11408,review,everything i was looking for! it protects my apple watch perfectly,5,"""everything i wa looking for !', 'it protects my apple watch perfectly""","`` everything i wa looking for ! ' , 'it protects my apple watch perfectly ''",0,0,0,0,0,0,0,0,0
441,11443,11444,review,great apple watch. use it to track my fitness. use it daily.,5,"""great apple watch .', 'use it to track my fitness .', 'use it daily .""","`` great apple watch . ' , 'use it to track my fitness . ' , 'use it daily . ''",0,0,0,0,0,0,1,0,0
442,11662,11663,review,gave as a gift she seems to really like it dresses up her apple watch,5,"""gave a a gift', 'she seems to really like it dress up her apple watch""","`` gave a a gift ' , 'she seems to really like it dress up her apple watch ''",0,0,0,0,0,0,0,0,0
443,11901,11902,review,works well with my new apple watch! it protects the screen well.,5,"""works well with my new apple watch !', 'it protects the screen well .""","`` work well with my new apple watch ! ' , 'it protects the screen well . ''",0,0,0,0,0,0,0,0,0
444,12070,12071,review,fits perfect. an elegant look while still being an apple watch,5,"""fits perfect .', 'an elegant look', 'while still being an apple watch""","`` fit perfect . ' , 'an elegant look ' , 'while still being an apple watch ''",0,0,0,0,1,0,0,0,0
445,12763,12764,review,love my apple watch. the new features are great and i love the color red!,5,"""love my apple watch .', 'the new are great and i love the color red !""","`` love my apple watch . ' , 'the new are great and i love the color red ! ''",0,0,0,0,1,0,0,0,0
446,12952,12953,review,this apple watch is awesome. the style and ease of use is great!,5,"""this apple watch is awesome .', 'the style and ease of use is great !""","`` this apple watch is awesome . ' , 'the style and ease of use is great ! ''",0,0,0,0,1,0,0,0,0
447,12993,12994,review,the material is very good and it fits perfectly on my apple watch.,5,"""the material is very good', 'and it fit perfectly on my apple watch .""","`` the material is very good ' , 'and it fit perfectly on my apple watch . ''",0,0,0,0,0,0,0,0,0
448,13284,13285,review,nice apple watch for a 13 year old girl! easy to set up and use!,5,"""nice apple watch for a 13 year old girl !', 'easy to set up and use !""","`` nice apple watch for a 13 year old girl ! ' , 'easy to set up and use ! ''",0,0,0,1,0,0,0,0,0
449,13299,13300,review,very happy with the apple watch and would refer anyone to try it.,5,"""very happy with the apple watch', 'and would refer anyone to try it .""","`` very happy with the apple watch ' , 'and would refer anyone to try it . ''",1,0,0,0,0,0,0,0,0
451,13523,13524,review,apple watch series 4 is legit and useful. contains all the gadgets,5,"""apple watch series 4 is legit and useful .', 'contains all the gadget""","`` apple watch series 4 is legit and useful . ' , 'contains all the gadget ''",0,0,0,0,0,0,0,0,0
452,13529,13530,review,i really like this apple watch. it's really useful. love it!,5,"""i really like this apple watch .', 'it's really useful .', 'love it !""","`` i really like this apple watch . ' , 'it 's really useful . ' , 'love it ! ''",0,0,0,0,0,0,0,0,0
453,13534,13535,review,love my new apple watch series 6. now i can check my oxigen level,5,"""love my new apple watch series 6 .', 'now i can check my oxigen level""","`` love my new apple watch series 6 . ' , 'now i can check my oxigen level ''",0,0,0,0,0,0,0,0,0
454,13615,13616,review,does exactly what it\u2019s advertised to do; protect my apple watch.,5,"""does exactly what it's advertised to do ;', 'protect my apple watch .""","`` doe exactly what it 's advertised to do ; ' , 'protect my apple watch . ''",0,0,0,0,0,0,0,0,0
455,13681,13682,review,works well with an apple watch - nice color too and easy to install.,5,"""works well with an apple watch - nice color too and easy to install .""",`` work well with an apple watch - nice color too and easy to install . '',0,0,0,1,1,0,0,0,0
456,13850,13851,review,so happy with my new apple watch & the price was great from best buy.,5,"""so happy with my new apple watch & the price wa great from best buy .""",`` so happy with my new apple watch & the price wa great from best buy . '',1,0,0,0,0,1,0,0,0
457,14008,14009,review,1st time apple watch user and this one is great and very affordable.,5,"""1st time apple watch user and this one is great and very affordable .""",`` 1st time apple watch user and this one is great and very affordable . '',0,0,0,0,0,0,0,0,0
458,14133,14134,review,apple watch se was the perfect gift. i like the bigger size @ 44mm.,5,"""apple watch se wa the perfect gift .', 'i like the bigger size 44mm .""","`` apple watch se wa the perfect gift . ' , ' i like the bigger size 44mm . ''",0,0,0,0,1,0,0,0,0
459,14288,14289,review,charges quickly ! needed for apple watch! still working good!,5,"""charges quickly !', 'needed for apple watch !', 'still working good !""","`` charge quickly ! ' , 'needed for apple watch ! ' , 'still working good ! ''",0,0,0,0,0,0,0,1,0
460,14349,14350,review,it seems to work great. i use it for my phone and my apple watch/,5,"""it seems to work great .', 'i use it for my phone and my apple watch/""","`` it seems to work great . ' , ' i use it for my phone and my apple watch/ ''",0,0,0,0,0,0,0,0,0
462,14578,14579,review,a perfect replacement to my dead fitbit versa 2. i love my fitbit,5,"""a perfect replacement to my dead fitbit versa 2 .', 'i love my fitbit""","`` a perfect replacement to my dead fitbit versa 2 . ' , ' i love my fitbit ''",0,0,0,0,0,0,0,0,0
463,14922,14923,review,second apple watch and i love this one too! never disappointed,5,"""second apple watch', 'and i love this one too !', 'never disappointed""","`` second apple watch ' , 'and i love this one too ! ' , 'never disappointed ''",0,0,0,0,0,0,0,0,0
464,15065,15066,review,"loved the apple watch, got it for a good price at the perfect time.",5,"""loved the apple watch , got it for a good price at the perfect time .""","`` loved the apple watch , got it for a good price at the perfect time . ''",0,0,0,0,0,1,0,0,0
466,15242,15243,review,i love my apple watch. it works very well and i use it everyday,5,"""i love my apple watch .', 'it work very well', 'and i use it everyday""","`` i love my apple watch . ' , 'it work very well ' , 'and i use it everyday ''",0,0,0,0,0,0,0,0,0
468,15610,15611,review,i enjoyed this product. just don't buy the one for apple watch.,5,"""i enjoyed this product .', ""just do n't buy the one for apple watch .""","`` i enjoyed this product . ' , `` just do n't buy the one for apple watch . ''",0,0,0,0,0,0,0,0,0
469,15993,15994,review,i don\u2019t know why i didn\u2019t get an apple watch sooner i love it!,5,"""i don't know', 'why i didn't get an apple watch sooner', 'i love it !""","`` i do n't know ' , 'why i did n't get an apple watch sooner ' , ' i love it ! ''",0,0,0,0,0,0,0,0,0
470,16145,16146,review,best apple watch till date. my dad uses it all the time great one.,5,"""best apple watch till date .', 'my dad us it all the time great one .""","`` best apple watch till date . ' , 'my dad u it all the time great one . ''",0,0,0,0,0,0,0,0,0
471,16861,16862,review,"excellent navigation , easy setup, i like it mor than my apple watch",5,"""excellent navigation , easy setup , i like it mor than my apple watch""","`` excellent navigation , easy setup , i like it mor than my apple watch ''",0,0,0,0,0,0,0,0,0
472,16912,16913,review,exactly what we were looking for to make the apple watch look nicer.,5,"""exactly what we were looking for to make the apple watch look nicer .""",`` exactly what we were looking for to make the apple watch look nicer . '',0,0,0,0,1,0,0,0,0
473,17151,17152,review,excellent price for a new apple watch acts just like the newer versions,5,"""excellent price for a new apple watch act just like the newer version""",`` excellent price for a new apple watch act just like the newer version '',0,0,0,0,0,1,0,0,0
474,17377,17378,review,apple watch is a very nice product with great features for your daily activity,5,"""apple watch is a very nice product with great for your daily activity""",`` apple watch is a very nice product with great for your daily activity '',0,0,0,0,0,0,0,0,0
476,17562,17563,review,"i bought my apple watch a year ago, and i still use it everyday.",5,"""i bought my apple watch a year ago ,', 'and i still use it everyday .""","`` i bought my apple watch a year ago , ' , 'and i still use it everyday . ''",0,0,0,0,0,0,0,0,0
477,17615,17616,review,"great purchase, wraps around the whole apple watch and does it\u2019s job.",5,"""great purchase , wrap around the whole apple watch and doe it's job .""","`` great purchase , wrap around the whole apple watch and doe it 's job . ''",0,0,0,0,0,0,0,0,0
478,17659,17660,review,well done and awesome quality product that pairs perfectly with apple watch,5,"""well done and awesome product', 'that pair perfectly with apple watch""","`` well done and awesome product ' , 'that pair perfectly with apple watch ''",0,1,0,0,0,0,0,0,0
479,17677,17678,review,"great purchase, wraps around the whole apple watch and does it's job.",5,"""great purchase , wrap around the whole apple watch and doe it's job .""","`` great purchase , wrap around the whole apple watch and doe it 's job . ''",0,0,0,0,0,0,0,0,0
482,17897,17898,review,i replaced my charge 2 with the fitbit charge 3. i love the new features!,5,"""i replaced my charge 2 with the fitbit charge 3 .', 'i love the new !""","`` i replaced my charge 2 with the fitbit charge 3 . ' , ' i love the new ! ''",0,0,0,0,0,0,0,0,0
484,18399,18400,review,love this apple watch. had a series 2 and decided to upgrade.,5,"""love this apple watch .', 'had a series 2', 'and decided to upgrade .""","`` love this apple watch . ' , 'had a series 2 ' , 'and decided to upgrade . ''",0,0,0,0,0,0,0,0,0
485,18401,18402,review,great deal for little money. fits perfectly on my fitbit charge 2,5,"""great deal for little money .', 'fits perfectly on my fitbit charge 2""","`` great deal for little money . ' , 'fits perfectly on my fitbit charge 2 ''",0,0,0,0,0,0,0,1,0
486,18590,18591,review,i love love love my apple watch. very easy to use and set up.,5,"""i love love love my apple watch .', 'very easy to use', 'and set up .""","`` i love love love my apple watch . ' , 'very easy to use ' , 'and set up . ''",0,0,0,1,0,0,0,0,0
488,19008,19009,review,great apple watch 4. bought this as an open box and it was great,5,"""great apple watch 4 .', 'bought this a an open box', 'and it wa great""","`` great apple watch 4 . ' , 'bought this a an open box ' , 'and it wa great ''",0,0,0,0,0,0,0,0,0
489,19333,19334,review,i have a fossil gen 4 and i am not sure if there is much of an upgrade,5,"""i have a gen 4', 'and i am not sure', 'if there is much of an upgrade""","`` i have a gen 4 ' , 'and i am not sure ' , 'if there is much of an upgrade ''",0,0,0,0,0,0,0,0,0
490,19569,19570,review,first time apple watch user and i must say it does not disappoint.,5,"""first time apple watch user and i must say', 'it doe not disappoint .""","`` first time apple watch user and i must say ' , 'it doe not disappoint . ''",0,0,0,0,0,0,0,0,0
493,20276,20277,review,the apple watch keeps getting better and better every time i upgrade.,5,"""the apple watch keep getting better and better every time i upgrade .""",`` the apple watch keep getting better and better every time i upgrade . '',0,0,0,0,0,0,0,0,0
494,20634,20635,review,the bumpers work well for my apple watch. i would purchase again.,5,"""the bumper work well for my apple watch .', 'i would purchase again .""","`` the bumper work well for my apple watch . ' , ' i would purchase again . ''",0,0,0,0,0,0,0,0,0
495,20765,20766,review,great color and fits my apple watch perfectly and goes with my bumper,5,"""great color and fit my apple watch perfectly', 'and go with my bumper""","`` great color and fit my apple watch perfectly ' , 'and go with my bumper ''",0,0,0,0,1,0,0,0,0
496,20896,20897,review,"great bumper guards for the apple watch, hope to keep from scratching",5,"""great bumper guard for the apple watch , hope to keep from scratching""","`` great bumper guard for the apple watch , hope to keep from scratching ''",0,0,0,0,0,0,0,0,0
497,20928,20929,review,"sleek lightweight, well constructed for my daughter's apple watch.",5,"""sleek lightweight , well constructed for my daughter 's apple watch .""","`` sleek lightweight , well constructed for my daughter 's apple watch . ''",0,0,0,0,0,0,0,0,0
498,21009,21010,review,i always recomend apple watch looks nice and is very easy to use,5,"""i always recomend apple watch look nice', 'and is very easy', 'to use""","`` i always recomend apple watch look nice ' , 'and is very easy ' , 'to use ''",0,0,0,1,1,0,0,0,0
499,21271,21272,review,good replacement strap for your apple watch and great color as well,5,"""good replacement strap', 'for your apple watch and great color a well""","`` good replacement strap ' , 'for your apple watch and great color a well ''",0,0,0,0,1,0,0,0,0
500,21305,21306,review,best apple watch. as described by bestbuy. highly recommended,5,"""best apple watch .', 'as described by bestbuy .', 'highly recommended""","`` best apple watch . ' , 'as described by bestbuy . ' , 'highly recommended ''",0,0,0,0,0,0,0,0,0
501,21511,21512,review,fit perfectly my apple watch series 7. definitely worth the money,5,"""fit perfectly my apple watch series 7 .', 'definitely worth the money""","`` fit perfectly my apple watch series 7 . ' , 'definitely worth the money ''",0,0,0,0,0,1,0,0,0
502,21543,21544,review,very happy with the new apple watch. upgraded from the series 3.,5,"""very happy with the new apple watch .', 'upgraded from the series 3 .""","`` very happy with the new apple watch . ' , 'upgraded from the series 3 . ''",1,0,0,0,0,0,0,0,0
503,21793,21794,review,i love my apple watch. it connects with all of my apple products.,5,"""i love my apple watch .', 'it connects with all of my apple product .""","`` i love my apple watch . ' , 'it connects with all of my apple product . ''",0,0,0,0,0,0,0,0,0
504,21797,21798,review,for my apple watch it's a great product to purchase its comfortable,5,"""for my apple watch it's a great product', 'to purchase it comfortable""","`` for my apple watch it 's a great product ' , 'to purchase it comfortable ''",0,0,0,0,0,0,0,0,0
505,22071,22072,review,great economical apple watch! purchased it for fitness tracking!,5,"""great economical apple watch !', 'purchased it for fitness tracking !""","`` great economical apple watch ! ' , 'purchased it for fitness tracking ! ''",0,0,0,0,0,0,1,0,0
506,22413,22414,review,love my apple watch and all of its functions. very easy to navigate,5,"""love my apple watch and all of it function .', 'very easy to navigate""","`` love my apple watch and all of it function . ' , 'very easy to navigate ''",0,0,0,1,0,0,0,0,0
507,22469,22470,review,i love this apple watch. best buy was so helpful with the purchase,5,"""i love this apple watch .', 'best buy wa so helpful with the purchase""","`` i love this apple watch . ' , 'best buy wa so helpful with the purchase ''",0,0,0,0,0,0,0,0,0
510,22671,22672,review,i liked it. it really does almost what an apple watch would do lol,5,"""i liked it .', 'it really doe almost what an apple watch would do lol""","`` i liked it . ' , 'it really doe almost what an apple watch would do lol ''",0,0,0,0,0,0,0,0,0
511,22728,22729,review,"my daughter love her apple watch, it\u2019s great to use instead of phone",5,"""my daughter love her apple watch , it's great to use instead of phone""","`` my daughter love her apple watch , it 's great to use instead of phone ''",0,0,0,0,0,0,0,0,0
512,22750,22751,review,was on sale with the purchase of an apple watch. nice color and quality.,5,"""was on sale with the purchase of an apple watch .', 'nice color and .""","`` wa on sale with the purchase of an apple watch . ' , 'nice color and . ''",0,0,0,0,1,0,0,0,0
513,23686,23687,review,loved this product. thinking of updating to the new apple watch.,5,"""loved this product .', 'thinking of updating to the new apple watch .""","`` loved this product . ' , 'thinking of updating to the new apple watch . ''",0,0,0,0,0,0,0,0,0
514,23700,23701,review,i am in love with this watch. the samsung galaxy watch active 2.,5,"""i am in love with this watch .', 'the samsung galaxy watch active 2 .""","`` i am in love with this watch . ' , 'the samsung galaxy watch active 2 . ''",0,0,0,0,0,0,0,0,0
515,24294,24295,review,i love my new apple watch series 5. great for tracking exercise.,5,"""i love my new apple watch series 5 .', 'great for tracking exercise .""","`` i love my new apple watch series 5 . ' , 'great for tracking exercise . ''",0,0,0,0,0,0,1,0,0
516,24341,24342,review,love my apple watch can\u2019t leave without it recommend to everyone !,5,"""love my apple watch can't leave', 'without it recommend to everyone !""","`` love my apple watch ca n't leave ' , 'without it recommend to everyone ! ''",0,0,0,0,0,0,0,0,0
518,24530,24531,review,sleek design that doesn't take away from the apple watch itself,5,"""sleek design', 'that doesn't take away from the apple watch', 'itself""","`` sleek design ' , 'that doe n't take away from the apple watch ' , 'itself ''",0,0,0,0,1,0,0,0,0
519,24564,24565,review,sleek design that doesn\u2019t take away from the apple watch itself,5,"""sleek design', 'that doesn't take away from the apple watch', 'itself""","`` sleek design ' , 'that doe n't take away from the apple watch ' , 'itself ''",0,0,0,0,1,0,0,0,0
521,24745,24746,review,really good and nice design. light perfect matches with apple watch,5,"""really good and nice design .', 'light perfect match with apple watch""","`` really good and nice design . ' , 'light perfect match with apple watch ''",0,0,0,0,1,0,0,0,0
522,24931,24932,review,best purchase ever. went from a apple watch 1 to a 5. love it,5,"""best purchase ever .', 'went from a apple watch 1 to a 5 .', 'love it""","`` best purchase ever . ' , 'went from a apple watch 1 to a 5 . ' , 'love it ''",0,0,0,0,0,0,0,0,0
523,25095,25096,review,loved my apple watch! perfect size for my wrist! great gift!,5,"""loved my apple watch !', 'perfect size for my wrist !', 'great gift !""","`` loved my apple watch ! ' , 'perfect size for my wrist ! ' , 'great gift ! ''",0,0,0,0,1,0,0,0,0
524,25231,25232,review,"look nice and works, similar to apple watch and i like the display",5,"""look nice and work , similar to apple watch', 'and i like the display""","`` look nice and work , similar to apple watch ' , 'and i like the display ''",0,0,0,0,1,0,0,0,0
525,25337,25338,review,the price was right and i have loved everything about my apple watch!,5,"""the price wa right and i have loved everything about my apple watch !""",`` the price wa right and i have loved everything about my apple watch ! '',0,0,0,0,0,1,0,0,0
526,25651,25652,review,bought this for my bf since he kept talking about my apple watch.,5,"""bought this for my bf', 'since he kept talking about my apple watch .""","`` bought this for my bf ' , 'since he kept talking about my apple watch . ''",0,0,0,0,0,0,0,0,0
527,25659,25660,review,got this item for my wife and i and its perfect for our apple watch,5,"""got this item for my wife and i', 'and it perfect for our apple watch""","`` got this item for my wife and i ' , 'and it perfect for our apple watch ''",0,0,0,0,0,0,0,0,0
528,25817,25818,review,"has all the functions i need, and way cheaper than the apple watch",5,"""has all the function i need ,', 'and way cheaper than the apple watch""","`` ha all the function i need , ' , 'and way cheaper than the apple watch ''",0,0,0,0,0,0,0,0,0
530,26360,26361,review,came fast easy to link and a real apple watch so it's great for me,5,"""came fast easy to link and a real apple watch', 'so it's great for me""","`` came fast easy to link and a real apple watch ' , 'so it 's great for me ''",0,0,0,1,0,0,0,0,0
531,26483,26484,review,this apple watch was perfect easy to set up and the features were amazing,5,"""this apple watch wa perfect easy', 'to set up', 'and the were amazing""","`` this apple watch wa perfect easy ' , 'to set up ' , 'and the were amazing ''",0,0,0,1,0,0,0,0,0
533,27151,27152,review,first apple watch still learning about but i think it's awesome,5,"""first apple watch still learning about', 'but i think', 'it's awesome""","`` first apple watch still learning about ' , 'but i think ' , 'it 's awesome ''",0,0,0,0,0,0,0,0,0
534,27165,27166,review,first apple watch still learning about but i think it\u2019s awesome,5,"""first apple watch still learning about', 'but i think', 'it's awesome""","`` first apple watch still learning about ' , 'but i think ' , 'it 's awesome ''",0,0,0,0,0,0,0,0,0
535,27205,27206,review,apple watch series 5 as described. love all of my apple products.,5,"""apple watch series 5 as described .', 'love all of my apple product .""","`` apple watch series 5 a described . ' , 'love all of my apple product . ''",0,0,0,0,0,0,0,0,0
536,27311,27312,review,"the best apple watch ever, battery last longer than i expected..",5,"""the best apple watch ever , battery last longer', 'than i expected ..""","`` the best apple watch ever , battery last longer ' , 'than i expected .. ''",0,0,0,0,0,0,0,0,0
537,27317,27318,review,this new apple watch is amazing. its stylish and feels comfortable,5,"""this new apple watch is amazing .', 'its stylish and feel comfortable""","`` this new apple watch is amazing . ' , 'its stylish and feel comfortable ''",0,0,0,0,1,0,0,0,0
538,27410,27411,review,i love my apple watch. i wear it everyday.... great price and quality.,5,"""i love my apple watch .', 'i wear it everyday ... . great price and .""","`` i love my apple watch . ' , ' i wear it everyday ... . great price and . ''",0,0,0,0,0,1,0,0,0
539,27716,27717,review,i love this apple watch as it does everything and more that i need.,5,"""i love this apple watch a it doe everything and more', 'that i need .""","`` i love this apple watch a it doe everything and more ' , 'that i need . ''",0,0,0,0,0,0,0,0,0
540,27846,27847,review,i bought my apple watch almost a month ago & works great i love it,5,"""i bought my apple watch almost a month ago & works great', 'i love it""","`` i bought my apple watch almost a month ago & work great ' , ' i love it ''",0,0,0,0,0,0,0,0,0
541,28008,28009,review,love the features of the apple watch and many health apps that are a plus!,5,"""love the of the apple watch and many health apps', 'that are a plus !""","`` love the of the apple watch and many health apps ' , 'that are a plus ! ''",0,0,0,0,0,0,0,0,0
542,28372,28373,review,this is my third apple watch since 2015 and i'm always satisfied.,5,"""this is my third apple watch since 2015', 'and i'm always satisfied .""","`` this is my third apple watch since 2015 ' , 'and i 'm always satisfied . ''",1,0,0,0,0,0,0,0,0
543,28381,28382,review,this is my third apple watch since 2015 and i\u2019m always satisfied.,5,"""this is my third apple watch', 'since 2015 and i'm always satisfied .""","`` this is my third apple watch ' , 'since 2015 and i 'm always satisfied . ''",1,0,0,0,0,0,0,0,0
544,28476,28477,review,love apple. watch is great and never fails. good price too,5,"""love apple .', 'watch is great', 'and never fails .', 'good price too""","`` love apple . ' , 'watch is great ' , 'and never fails . ' , 'good price too ''",0,0,0,0,0,1,0,0,0
546,28958,28959,review,great price for this apple watch series 3 my granddaughter loved it.,5,"""great price for this apple watch series 3 my granddaughter loved it .""",`` great price for this apple watch series 3 my granddaughter loved it . '',0,0,0,0,0,1,0,0,0
547,29291,29292,review,its extremely nice as an apple watch does everyrhing the series 6 does.,5,"""its extremely nice a an apple watch doe everyrhing the series 6 doe .""",`` it extremely nice a an apple watch doe everyrhing the series 6 doe . '',0,0,0,0,0,0,0,0,0
548,29439,29440,review,looks good and works great. works better the my last apple watch.,5,"""looks good and work great .', 'works better the my last apple watch .""","`` look good and work great . ' , 'works better the my last apple watch . ''",0,0,0,0,1,0,0,0,0
549,29733,29734,review,very good product. will recommend to anyone with an apple watch.,5,"""very good product .', 'will recommend to anyone with an apple watch .""","`` very good product . ' , 'will recommend to anyone with an apple watch . ''",0,0,0,0,0,0,0,0,0
550,29753,29754,review,great apple watch for the price! and they price matched walmart!,5,"""great apple watch for the price !', 'and they price matched walmart !""","`` great apple watch for the price ! ' , 'and they price matched walmart ! ''",0,0,0,0,0,1,0,0,0
551,30012,30013,review,i love my new apple watch. it helps me with my everyday activities.,5,"""i love my new apple watch .', 'it help me with my everyday activity .""","`` i love my new apple watch . ' , 'it help me with my everyday activity . ''",0,0,0,0,0,0,1,0,0
552,30032,30033,review,this is the first apple watch i have owned and i am loving it!,5,"""this is the first apple watch', 'i have owned', 'and i am loving it !""","`` this is the first apple watch ' , ' i have owned ' , 'and i am loving it ! ''",0,0,0,0,0,0,0,0,0
553,30099,30100,review,i love my new apple watch! it is so comfortable and easy to use.,5,"""i love my new apple watch !', 'it is so comfortable and easy to use .""","`` i love my new apple watch ! ' , 'it is so comfortable and easy to use . ''",0,0,0,1,0,0,0,0,0
554,30106,30107,review,great upgrade from last fitbit charge. love the colored display!,5,"""great upgrade from last fitbit charge .', 'love the colored display !""","`` great upgrade from last fitbit charge . ' , 'love the colored display ! ''",0,0,0,0,0,0,0,1,0
555,30397,30398,review,i love my apple watch even bought one for my mom four her birthday,5,"""i love my apple watch', 'even bought one for my mom four her birthday""","`` i love my apple watch ' , 'even bought one for my mom four her birthday ''",0,0,0,0,0,0,0,0,0
557,30620,30621,review,bought this for my apple watch love the way it looks easy to put on,5,"""bought this for my apple watch love the way', 'it look easy to put on""","`` bought this for my apple watch love the way ' , 'it look easy to put on ''",0,0,0,1,1,0,0,0,0
558,30672,30673,review,apple watch is good but a little uncomfortable overall good though,5,"""apple watch is good but a little uncomfortable overall good', 'though""","`` apple watch is good but a little uncomfortable overall good ' , 'though ''",0,0,0,0,0,0,0,0,0
559,30717,30718,review,fitbit versa special edition loved it working great will buy again,5,"""fitbit versa special edition loved it', 'working great will buy again""","`` fitbit versa special edition loved it ' , 'working great will buy again ''",0,0,0,0,0,0,0,0,0
560,31034,31035,review,great product! love the elegant look it gives the apple watch.,5,"""great product !', 'love the elegant look', 'it give the apple watch .""","`` great product ! ' , 'love the elegant look ' , 'it give the apple watch . ''",0,0,0,0,1,0,0,0,0
561,31508,31509,review,best watch no problem it's nice n cool love it nice apple watch,5,"""best watch no problem', 'it's nice n cool love', 'it nice apple watch""","`` best watch no problem ' , 'it 's nice n cool love ' , 'it nice apple watch ''",0,0,0,0,1,0,0,0,0
562,31886,31887,review,love the new apple watch 6 so glad they made the screen in a 44,5,"""love the new apple watch 6', 'so glad', 'they made the screen in a 44""","`` love the new apple watch 6 ' , 'so glad ' , 'they made the screen in a 44 ''",0,0,0,0,0,0,0,0,0
563,32566,32567,review,it fit my new 44mm apple watch perfect. love the simplicity of it,5,"""it fit my new 44mm apple watch perfect .', 'love the simplicity of it""","`` it fit my new 44mm apple watch perfect . ' , 'love the simplicity of it ''",0,0,0,0,0,0,0,0,0
564,32739,32740,review,i love my apple watch. it does everything that it says it should,5,"""i love my apple watch .', 'it doe everything', 'that it say it should""","`` i love my apple watch . ' , 'it doe everything ' , 'that it say it should ''",0,0,0,0,0,0,0,0,0
565,32741,32742,review,great apple watch with new best features. was a gift and they love it.,5,"""great apple watch with new best .', 'was a gift', 'and they love it .""","`` great apple watch with new best . ' , 'was a gift ' , 'and they love it . ''",0,0,0,0,0,0,0,0,0
566,32799,32800,review,i like how this will protect my apple watch from bumping into things.,5,"""i like how this will protect my apple watch from bumping into thing .""",`` i like how this will protect my apple watch from bumping into thing . '',0,0,0,0,0,0,0,0,0
567,32838,32839,review,fitbit versa 2 was just what i was looking for. it came in promptly,5,"""fitbit versa 2 wa just what i wa looking for .', 'it came in promptly""","`` fitbit versa 2 wa just what i wa looking for . ' , 'it came in promptly ''",0,0,0,0,0,0,0,0,0
569,33500,33501,review,the new apple watch 8 is awesome! it has so many neat and useful features.,5,"""the new apple watch 8 is awesome !', 'it ha so many neat and useful .""","`` the new apple watch 8 is awesome ! ' , 'it ha so many neat and useful . ''",0,0,0,0,0,0,0,0,0
570,33582,33583,review,"very nice my first apple watch,.. i loved it.. thks best buy",5,"""very nice my first apple watch , ..', 'i loved', 'it .. thks best buy""","`` very nice my first apple watch , .. ' , ' i loved ' , 'it .. thks best buy ''",0,0,0,0,0,0,0,0,0
571,33760,33761,review,works great with apple watch and really protects it from scratches!,5,"""works great with apple watch', 'and really protects it from scratch !""","`` work great with apple watch ' , 'and really protects it from scratch ! ''",0,0,0,0,0,0,0,0,0
572,33835,33836,review,open box was in perfect condition. good price for an apple watch.,5,"""open box wa in perfect condition .', 'good price for an apple watch .""","`` open box wa in perfect condition . ' , 'good price for an apple watch . ''",0,0,0,0,0,1,0,0,0
573,33969,33970,review,i love everything about my new apple watch. i wear it every day.,5,"""i love everything about my new apple watch .', 'i wear it every day .""","`` i love everything about my new apple watch . ' , ' i wear it every day . ''",0,0,0,0,0,0,0,0,0
574,33999,34000,review,"thus is the best apple watch to date, and it's not even clothes.",5,"""thus is the best apple watch to date ,', 'and it's not even clothes .""","`` thus is the best apple watch to date , ' , 'and it 's not even clothes . ''",0,0,0,0,0,0,0,0,0
576,34327,34328,review,love fitbit. tried an apple watch and came back to my fitbit.,5,"""love fitbit .', 'tried an apple watch', 'and came back to my fitbit .""","`` love fitbit . ' , 'tried an apple watch ' , 'and came back to my fitbit . ''",0,0,0,0,0,0,0,0,0
577,34386,34387,review,best apple watch i have ever purchased. comfortable and durable.,5,"""best apple watch i have ever purchased .', 'comfortable and durable .""","`` best apple watch i have ever purchased . ' , 'comfortable and durable . ''",0,0,0,0,0,0,0,0,0
578,34463,34464,review,this apple watch is super cool like the cooler and the price was right,5,"""this apple watch is super cool like the cooler and the price wa right""",`` this apple watch is super cool like the cooler and the price wa right '',0,0,0,0,1,1,0,0,0
579,34536,34537,review,"apple watch. i like the color of the watch, and it works great",5,"""apple watch .', 'i like the color of the watch ,', 'and it work great""","`` apple watch . ' , ' i like the color of the watch , ' , 'and it work great ''",0,0,0,0,1,0,0,0,0
580,34587,34588,review,good apple watch for the price when its in sale value for the money,5,"""good apple watch for the price', 'when it in sale value for the money""","`` good apple watch for the price ' , 'when it in sale value for the money ''",0,0,0,0,0,1,0,0,0
583,35039,35040,review,essential product for protecting apple watch. love this product.,5,"""essential product for protecting apple watch .', 'love this product .""","`` essential product for protecting apple watch . ' , 'love this product . ''",0,0,0,0,0,0,0,0,0
585,35421,35422,review,love this strap for my apple watch. it is infinitely adjustable.,5,"""love this strap for my apple watch .', 'it is infinitely adjustable .""","`` love this strap for my apple watch . ' , 'it is infinitely adjustable . ''",0,0,0,0,0,0,0,0,0
588,35595,35596,review,i love my apple watch! comfortable and love all the info i like.,5,"""i love my apple watch !', 'comfortable and love all the info i like .""","`` i love my apple watch ! ' , 'comfortable and love all the info i like . ''",0,0,0,0,0,0,0,0,0
589,35714,35715,review,the fitbit charge 4 has helped us stay active and track our health!,5,"""the fitbit charge 4 ha helped u stay active', 'and track our health !""","`` the fitbit charge 4 ha helped u stay active ' , 'and track our health ! ''",0,0,0,0,0,0,1,1,0
