,ReviewID,Page Type,Full Text,Rating,SegmentedReview
11766,11767,review,"I absolutely love this Apple Watch, Best Buy hand them on sale\u2026",5,"""I absolutely love this Apple Watch , Best Buy hand them on sale\\u2026"""
11819,11820,review,Best Apple Watch ever! It's so easy to use. Very pretty also.,5,"""Best Apple Watch ever !', 'It's so easy to use .', 'Very pretty also ."""
11862,11863,review,Second Apple Watch. Great product performance and looks great too.,5,"""Second Apple Watch .', 'Great product performance and look great too ."""
12140,12141,review,Bought it for my Apple Watch.really useful thank you Best Buy as always,5,"""Bought it for my Apple Watch.really useful thank you Best Buy a always"""
7454,7455,review,"Apple watch series is an amazing product! Great substitute for your phone, I love it.",4,"""Apple watch series is an amazing product !', 'Great substitute for your phone , I love it ."""
7822,7823,review,"Easy to attach to Apple Watch , protects the screen as well as the sides of the Apple Watch",4,"""Easy to attach to Apple Watch ,', 'protects the screen a well a the side of the Apple Watch"""
7911,7912,review,Wonderful Apple Watch! It works really well! Very useful if you're a supervisor!,4,"""Wonderful Apple Watch !', 'It work really well !', 'Very useful', 'if you're a supervisor !"""
8530,8531,review,"Although without noise cancellation, but great for running with apple watch integration",4,"""Although without noise cancellation ,', 'but great for running with apple watch integration"""
9050,9051,review,"Apple Watch is a real help, I no longer have to pull out my phone to read messages etc.",5,"""Apple Watch is a real help ,', 'I no longer have to pull out my phone to read message etc ."""
9306,9307,review,"It works really good no problem at all, will buy other Apple Watch from Best Buy again.",5,"""It work really good no problem at all ,', 'will buy other Apple Watch from Best Buy again ."""
9340,9341,review,I love it. It gave my apple watch a little class and very easy to put on each morning.,5,"""I love it .', 'It gave my apple watch a little class and very easy to put on each morning ."""
9390,9391,review,Protecting my Apple Watch It is great for your expense watch. Best value for your watch,5,"""Protecting my Apple Watch It is great for your expense watch .', 'Best value for your watch"""
9860,9861,review,Fits Apple Watch perfect. Nice strap and clasp system. Would definitely buy again.,5,"""Fits Apple Watch perfect .', 'Nice strap and clasp system .', 'Would definitely buy again ."""
10914,10915,review,This Apple Watch band it's really great looking very useful it looks great on my wrist,5,"""This Apple Watch band', 'it's really great looking very useful', 'it look great on my wrist"""
10942,10943,review,This Apple Watch band it\u2019s really great looking very useful it looks great on my wrist,5,"""This Apple Watch band it's really great', 'looking very useful', 'it look great on my wrist"""
11027,11028,review,Easy to To see the numbers that part I do like and I can charge my Apple Watch with it,5,"""Easy to To see the number', 'that part I do like', 'and I can charge my Apple Watch with it"""
11272,11273,review,Great charger. Workers perfectly for my Apple Watch and I bought an extra for work.,5,"""Great charger .', 'Workers perfectly for my Apple Watch', 'and I bought an extra for work ."""
11726,11727,review,I love that you can charge you Apple Watch by just laying the watch on this charger!,5,"""I love', 'that you can charge you Apple Watch', 'by just laying the watch on this charger !"""
11899,11900,review,"Perfect! Brand new Apple Watch, it's the real deal and would definitely recommend.",5,"""Perfect !', 'Brand new Apple Watch , it's the real deal', 'and would definitely recommend ."""
12035,12036,review,The charger for the Apple Watch purchased is extremely easy to use and compact for travel.,5,"""The charger for the Apple Watch purchased is extremely easy to use and compact for travel ."""
12360,12361,review,Great Apple Watch band! My wife loved the color! You can't go wrong with this one.,5,"""Great Apple Watch band !', 'My wife loved the color !', 'You can't go wrong with this one ."""
12428,12429,review,Modal™ - Silicone Watch Band for Apple Watch 38 mm and 40 mm - Royal blue is a good one.,5,"""Modal™ - Silicone Watch Band for Apple Watch 38 mm and 40 mm - Royal blue is a good one ."""
12581,12582,review,Really love these screen protectors. I bought a new Apple Watch and they were perfect,5,"""Really love these screen protector .', 'I bought a new Apple Watch', 'and they were perfect"""
12609,12610,review,I LOVE my apple watch I can not go anywhere without it. So helpful with daily tasks.,5,"""I LOVE my apple watch I can not go anywhere', 'without it .', 'So helpful with daily task ."""
12657,12658,review,Love this watch strap for my Apple Watch. Bought it for a backup but use it everyday,5,"""Love this watch strap for my Apple Watch .', 'Bought it for a backup', 'but use it everyday"""
12680,12681,review,Great product love using this watch for so many reason for Apple Watch and enjoying it!,5,"""Great product love using this watch for so many reason for Apple Watch', 'and enjoying it !"""
12919,12920,review,Love my Apple Watch. So much available at a touch. Very helpful sales people also,5,"""Love my Apple Watch .', 'So much available at a touch .', 'Very helpful sale people', 'also"""
13028,13029,review,This did the trick for removing links from a stainless steel band for my Apple Watch.,5,"""This did the trick', 'for removing link from a stainless steel', 'band for my Apple Watch ."""
13200,13201,review,Love the Apple Watch. Wish the battery lasted longer though but otherwise a great watch,5,"""Love the Apple Watch .', 'Wish the battery lasted longer though but otherwise a great watch"""
13204,13205,review,"Needed to upgrade my current bumper on my Apple Watch, great for the money I spent.",5,"""Needed to upgrade my current bumper on my Apple Watch ,', 'great for the money', 'I spent ."""
13480,13481,review,I love this product it protects my Apple Watch and it has a great replacement warranty,5,"""I love this product', 'it protects my Apple Watch', 'and it ha a great replacement warranty"""
13639,13640,review,Wife loved it as gift. Great product for being several generations old as an Apple Watch.,5,"""Wife loved it a gift .', 'Great product for being several generation old a an Apple Watch ."""
13655,13656,review,"Love it, keeps my Apple Watch from getting scratched on the screen and the sides safe as well",5,"""Love it , keep my Apple Watch from getting scratched on the screen and the side safe a well"""
13812,13813,review,Sexy Apple Watch band. Nice for casual dates as I'm always switching bands every other day,5,"""Sexy Apple Watch band .', 'Nice for casual date a I'm always switching band every other day"""
13823,13824,review,You can\u2019t go wrong with an Apple Watch now that the prices are lower on the older models.,5,"""You can't go wrong with an Apple Watch', 'now that the price are lower on the older model ."""
14002,14003,review,Great replacement for my original Samsung Gear watch. Easy set up and lots of functions.,5,"""Great replacement for my original Samsung Gear watch .', 'Easy set up and lot of function ."""
14250,14251,review,"While a bit pricy, this is an awesome accessory for travel if you have an Apple Watch.",5,"""While a bit pricy , this is an awesome accessory for travel', 'if you have an Apple Watch ."""
14272,14273,review,Nice dressy compliment to Apple Watch. It was a gift and the recipient was very pleased.,5,"""Nice dressy compliment to Apple Watch .', 'It wa a gift and the recipient wa very pleased ."""
14315,14316,review,I love my Apple Watch. My boyfriend got me it for Christmas and I wear it everyday.,5,"""I love my Apple Watch .', 'My boyfriend got me it for Christmas', 'and I wear it everyday ."""
14332,14333,review,The Apple Watch 3 is still a good buy in 2020. Then Apple Watch 3 is an amazing value.,5,"""The Apple Watch 3 is still a good buy in 2020 .', 'Then Apple Watch 3 is an amazing value ."""
14402,14403,review,I ordered Apple Watch Series 5 as a gift and this is just as great as other apple products.,5,"""I ordered Apple Watch Series 5 a a gift', 'and this is just a great a other apple product ."""
14412,14413,review,Got this on a great deal and completed my holiday gift with the Apple Watch I also got!,5,"""Got this on a great deal', 'and completed my holiday gift with the Apple Watch I also got !"""
14548,14549,review,"Great sports band, matched Apple Watch color. Nice addition to interchange watch bands.",5,"""Great sport band , matched Apple Watch color .', 'Nice addition to interchange watch band ."""
14609,14610,review,"My Apple Watch is the best, I never leave home without it. I love my Apple Watch",5,"""My Apple Watch is the best ,', 'I never leave home', 'without it .', 'I love my Apple Watch"""
14661,14662,review,"Love my Apple Watch. Ordered online, picked up in store. Very smooth transaction.",5,"""Love my Apple Watch .', 'Ordered online , picked up in store .', 'Very smooth transaction ."""
14741,14742,review,I can start my car from my Apple Watch from anywhere on the planet! Th only way to go.,5,"""I can start my car from my Apple Watch from anywhere on the planet !', 'Th only way to go ."""
14928,14929,review,Love it easy to put on the watch. I would recommend to anyone that has an Apple Watch,5,"""Love it easy to put on the watch .', 'I would recommend to anyone', 'that ha an Apple Watch"""
14962,14963,review,Love my Apple Watch the technology get better with each update and very comfortable to wear,5,"""Love my Apple Watch the technology get better with each update and very comfortable to wear"""
15062,15063,review,Had a different brand smart watch before and am so glad I upgraded to the apple watch,5,"""Had a different brand smart watch', 'before and am so glad', 'I upgraded to the apple watch"""
15170,15171,review,"The apple watch is great. Light, cool design, and really makes things easy on the go",5,"""The apple watch is great .', 'Light , cool design ,', 'and really make thing easy on the go"""
15198,15199,review,First pair of watch series the Apple Watch series 5 . I got it on sale Memorial Day sale,5,"""First pair of watch series the Apple Watch series 5 .', 'I got it on sale Memorial Day sale"""
15200,15201,review,"Charger for apple watch, length is the best. Love the speediness and quality of this product.",5,"""Charger for apple watch , length is the best .', 'Love the speediness and of this product ."""
15214,15215,review,Nothing better than an Apple Watch when you already have the phone - great deal on the 3,5,"""Nothing better than an Apple Watch', 'when you already have the phone - great deal on the 3"""
15615,15616,review,Apple watch was wonderfully received by my sister. She loves it and the Apple ecosystem.,5,"""Apple watch wa wonderfully received by my sister .', 'She love it and the Apple ecosystem ."""
15912,15913,review,Very nice band for my Apple watch. Color matches well and quality seems decent for the price.,5,"""Very nice band for my Apple watch .', 'Color match well', 'and seems decent for the price ."""
15968,15969,review,"I wanted an Apple Watch for 3 years, I can finally afford it and the price was reasonable",5,"""I wanted an Apple Watch for 3 year ,', 'I can finally afford it and the price wa reasonable"""
16006,16007,review,Upgraded from Fitbit to this Apple Watch. Love it! So many more functions and apps!,5,"""Upgraded from Fitbit to this Apple Watch .', 'Love it !', 'So many more function and apps !"""
16340,16341,review,I love the Apple Watch. Definitely worth the invest for me. Easy to track workouts.,5,"""I love the Apple Watch .', 'Definitely worth the invest for me .', 'Easy to track workout ."""
16790,16791,review,"Since apple watch, I don\u2019t use any other watch. It\u2019s helpful at work and social life.",5,"""Since apple watch , I don't use any other watch .', 'It's helpful at work and social life ."""
17325,17326,review,I love my Apple Watch! It is compatible with all my apple devices and it\u2019s easy to use.,5,"""I love my Apple Watch !', 'It is compatible with all my apple device and it's easy to use ."""
17795,17796,review,One of the best apple watch ever purchased. Happy with the deal i got from best buy :),5,"""One of the best apple watch ever purchased .', 'Happy with the deal i got from best buy : )"""
17962,17963,review,"Easily worth it, best watch I've currently owned. Way better than my apple watch 4",5,"""Easily worth it ,', ""best watch I 've currently owned ."", 'Way better than my apple watch 4"""
18100,18101,review,Purchased as a gift and she loves it! Dresses up her Apple Watch for work and outings.,5,"""Purchased a a gift', 'and she love it !', 'Dresses up her Apple Watch for work and outing ."""
18171,18172,review,I found this on sale for $239 and couldn't pass up on that great offer for an Apple Watch.,5,"""I found this on sale for $ 239 and couldn't pas up on that great offer for an Apple Watch ."""
18182,18183,review,I found this on sale for $239 and couldn\u2019t pass up on that great offer for an Apple Watch.,5,"""I found this on sale for $ 239 and couldn't pas up on that great offer for an Apple Watch ."""
18262,18263,review,Upgraded my apple watch 3 to this latest series 5 and I can really feel the difference.,5,"""Upgraded my apple watch 3 to this latest series 5', 'and I can really feel the difference ."""
18377,18378,review,Love the Apple Watch...not as user-friendly as the Fitbit in my opinion but has convenient features.,5,"""Love the Apple Watch ... not a user-friendly a the Fitbit in my opinion but ha convenient ."""
18584,18585,review,Love this Apple Watch. I bought it open box and it\u2019s great. Nothing wrong with it.,5,"""Love this Apple Watch .', 'I bought it open box and it's great .', 'Nothing wrong with it ."""
18784,18785,review,apple watch is a wonderful product and its good. I will tell all my families to go for us.,5,"""apple watch is a wonderful product and it good .', 'I will tell all my family to go for u ."""
18905,18906,review,Upgraded from my Apple Watch 3 to this 5 . It's exactly what I needed. A must have.,5,"""Upgraded from my Apple Watch 3 to this 5 .', 'It's exactly what I needed .', 'A must have ."""
18929,18930,review,Good battery life and quality. Way after than my Apple Watch 2. Would recommend to anyone.,5,"""Good battery life and .', 'Way after than my Apple Watch 2 .', 'Would recommend to anyone ."""
18947,18948,review,Upgraded from my Apple Watch 3 to this 5 . It\u2019s exactly what I needed. A must have.,5,"""Upgraded from my Apple Watch 3 to this 5 .', 'It's exactly what I needed .', 'A must have ."""
19053,19054,review,"I like the newer version of this Apple Watch is, it does most this for me, e.g my bps.",5,"""I like the newer version of this Apple Watch is ,', 'it doe most this for me , e.g my bps ."""
19150,19151,review,Love the apple watch and the ease of the compatibility with my apple phone and apple ipad.,5,"""Love the apple watch and the ease of the compatibility with my apple phone and apple ipad ."""
19272,19273,review,I love my Apple Watch and it came just as the pic shows no scratches or anything works perf!,5,"""I love my Apple Watch', 'and it came just a the pic show no scratch or anything work perf !"""
19372,19373,review,"Can't go wrong with an Apple watch, quality product, ease of use! Apple knows how to wow you!",5,"""Can't go wrong with an Apple watch , product , ease of use !', 'Apple know how to wow you !"""
19396,19397,review,"Can\u2019t go wrong with an Apple watch, quality product, ease of use! Apple knows how to wow you!",5,"""Can't go wrong with an Apple watch , product , ease of use !', 'Apple know how to wow you !"""
19753,19754,review,This is a nice leather strap for the Apple Watch. It looks amazing. I recommend it.,5,"""This is a nice leather strap for the Apple Watch .', 'It look amazing .', 'I recommend it ."""
20204,20205,review,"Works great with my Apple Watch. Everything is on the screen at once, I live that.",5,"""Works great with my Apple Watch .', 'Everything is on the screen at once ,', 'I live that ."""
20394,20395,review,"Really Cool Apple Watch Sport Band. Comfortable, Nice Looking, Durable, and Secure.",5,"""Really Cool Apple Watch Sport Band .', 'Comfortable , Nice Looking , Durable , and Secure ."""
20399,20400,review,Enjoying my watch and the band as well. I love the heart rate monitor on the Apple Watch,5,"""Enjoying my watch and the band a well .', 'I love the heart rate monitor on the Apple Watch"""
20814,20815,review,"When the apple watch first appeared on the shelves, I was very skeptical. I thought \",5,"""When the apple watch first appeared on the shelf ,', 'I wa very skeptical .', 'I thought \\"""
20882,20883,review,"Wife got an upgraded apple watch, so we upgraded these also. Think she is spoiled!",5,"""Wife got an upgraded apple watch ,', 'so we upgraded these also .', 'Think she is spoiled !"""
20945,20946,review,First time using Apple Watch. Looks good and very convenient compared to Fitbit watch.,5,"""First time using Apple Watch .', 'Looks good and very convenient compared to Fitbit watch ."""
21211,21212,review,Love the Apple Watch. Great exercise tracker as well as for text messages and phone calls.,5,"""Love the Apple Watch .', 'Great exercise tracker a well a for text message and phone call ."""
21417,21418,review,Everything you want your apple watch to be. Happy to get 6 months of Apple fitness+ free,5,"""Everything you want your apple watch to be .', 'Happy to get 6 month of Apple fitness+ free"""
22194,22195,review,Good apple watch. Useful and small for easy use. Comes in multiple colors and sizes.,5,"""Good apple watch .', 'Useful and small for easy use .', 'Comes in multiple color and size ."""
22614,22615,review,"It watch is very good, I think! I will tell all my friends about the new Apple watch",5,"""It watch is very good ,', 'I think !', 'I will tell all my friend about the new Apple watch"""
23677,23678,review,"Apple watch , I use every day for work and sports and still intact (with protections)",5,"""Apple watch , I use every day for work and sport', 'and still intact', '( with protection )"""
24342,24343,review,I bought this Apple Watch for my husband and he loves it so much I doesn\u2019t take it off,5,"""I bought this Apple Watch for my husband', 'and he love it so much', 'I doesn't take it off"""
24836,24837,review,Love my Fitbit Versa 2. Regularly check my mileage and floors. Track my weight daily,5,"""Love my Fitbit Versa 2 .', 'Regularly check my mileage and floor .', 'Track my weight daily"""
25801,25802,review,"It big enough to hold my iPad, 2 cell phones, Apple Watch, the watch stand and power cords",5,"""It big enough to hold my iPad , 2 cell phone , Apple Watch , the watch stand and power cord"""
25810,25811,review,I have had a fitbit inspire for some time. Decided it was time to buy one for my wife,5,"""I have had a fitbit inspire for some time .', 'Decided it wa time', 'to buy one for my wife"""
26509,26510,review,I finally broke down & purchased my first Apple Watch. I\u2019m extremely happy with it.,5,"""I finally broke down &', 'purchased my first Apple Watch .', 'I'm extremely happy with it ."""
26517,26518,review,love it was a fitbit user and my daughter suggest the apple watch and was well worth it,5,"""love it wa a fitbit user and my daughter suggest', 'the apple watch and wa well worth', 'it"""
26616,26617,review,I have enjoyed my Garmin Forerunner. I've had it over a year and use it every day.,5,"""I have enjoyed my Garmin Forerunner .', ""I 've had it over a year"", 'and use it every day ."""
27624,27625,review,I liove my Apple Watch. Great for reading emails and calculating my physical activity,5,"""I liove my Apple Watch .', 'Great for reading email', 'and calculating my physical activity"""
27663,27664,review,"You can dress up, or down your Apple Watch. I love it sleek design and heavy duty.",5,"""You can dress up ,', 'or down your Apple Watch .', 'I love it sleek design and heavy duty ."""
27690,27691,review,Family needed an extra Apple Watch charger and couldn't go wrong with an Apple product.,5,"""Family needed an extra Apple Watch charger', 'and couldn't go wrong with an Apple product ."""
27805,27806,review,Family needed an extra Apple Watch charger and couldn\u2019t go wrong with an Apple product.,5,"""Family needed an extra Apple Watch charger', 'and couldn't go wrong with an Apple product ."""
28120,28121,review,I wanted an extra Apple Watch for after work since I work in health care. Works well,5,"""I wanted an extra Apple Watch for after work', 'since I work in health care .', 'Works well"""
28736,28737,review,"If you cannot afford an apple watch etc, I would totally suggest buying this bad boy.",5,"""If you can not afford an apple watch etc ,', 'I would totally suggest buying this bad boy ."""
28828,28829,review,Enjoying the larger screen on this version. I would be lost without my Apple Watch.,5,"""Enjoying the larger screen on this version .', 'I would be lost', 'without my Apple Watch ."""
29692,29693,review,Apple Watch is one of the best Apple products I have had. Battery life is excellent!,5,"""Apple Watch is one of the best Apple product', 'I have had .', 'Battery life is excellent !"""
29754,29755,review,"One of the best watch bands for Apple Watch. Stays on, clicks easy. Love the color.",5,"""One of the best watch band for Apple Watch .', 'Stays on , click easy .', 'Love the color ."""
29775,29776,review,Had Fitbit Charge 3 previously....love this Charge 4 even more! extra features are great.,5,"""Had Fitbit Charge 3 previously ... .', 'love this Charge 4 even more !', 'extra are great ."""
30166,30167,review,Gift from my Mom. Inexpensive. Super lightweight. Nothing like an Apple Watch.,5,"""Gift from my Mom .', 'Inexpensive .', 'Super lightweight .', 'Nothing like an Apple Watch ."""
30228,30229,review,Works great and it connects to my phone just like an apple watch or galaxy watch would!,5,"""Works great', 'and it connects to my phone just like an apple watch or galaxy watch would !"""
30282,30283,review,"great price. sleek and powerful, not my first apple watch, probably not my last one.",5,"""great price .', 'sleek and powerful , not my first apple watch , probably not my last one ."""
30410,30411,review,Got the new Apple Watch to track my workouts. Like all the heath feature that they included.,5,"""Got the new Apple Watch', 'to track my workout .', 'Like all the heath that they included ."""
30747,30748,review,Got this apple watch for a birthday gift to my middle kid-adult! I think she likes it,5,"""Got this apple watch for a birthday gift to my middle kid-adult !', 'I think', 'she like it"""
30763,30764,review,In love with my Apple Watch I plan to purchase one for my sufficient other for Christmas,5,"""In love with my Apple Watch I plan', 'to purchase one for my sufficient other for Christmas"""
30799,30800,review,i enjoy the apple watch. it is dependable but the battery life does not last that long.,5,"""i enjoy the apple watch .', 'it is dependable but the battery life doe not last that long ."""
30816,30817,review,I love my new apple watch. Helps me in multiple ways. Wish I had bought one sooner.,5,"""I love my new apple watch .', 'Helps me in multiple way .', 'Wish I had bought one sooner ."""
31069,31070,review,Perfecto I have had my Apple Watch for a short period of Time but love every min of it .,5,"""Perfecto I have had my Apple Watch for a short period of Time', 'but love every min of it ."""
31376,31377,review,I love my Apple Watch. The battery life is still holding up strong after months of use.,5,"""I love my Apple Watch .', 'The battery life is still holding up strong after month of use ."""
